Euler1,Euler2,Euler3,default10,default20,default30
56,7,63,0.009,0.254,0.004
56,7,70,0.157,0.006,0.003
56,7,77,0.126,0.01,0.002
56,7,84,0.001,0.004,0.001
56,7,91,0.003,0.005,0.003
56,7,98,0.01,0.008,0.036
56,7,105,0.002,0.012,0.023
56,7,112,0.006,0.008,0.002
56,7,119,0.009,0.001,0.002
56,7,126,0.022,0.004,0.007
56,7,133,0.014,0.003,0.085
56,7,140,1.023,0.006,0.003
56,7,147,0.049,0.004,0.003
56,7,154,0.024,0.002,0.212
56,7,161,2.412,0.004,0.048
56,7,168,3.918,0.05,0.008
56,7,175,0.029,0.468,0.022
56,14,0,0.001,0.001,0.0
56,14,7,0.008,0.005,0.003
56,14,14,0.003,0.002,0.002
56,14,21,0.016,0.019,0.02
56,14,28,0.006,0.008,0.01
56,14,35,0.004,0.01,0.006
56,14,42,0.001,0.001,0.002
56,14,49,0.024,0.007,0.004
56,14,56,0.018,0.011,0.005
56,14,63,0.002,0.002,0.004
56,14,70,0.022,0.027,0.025
56,14,77,0.002,0.001,0.002
56,14,84,0.002,0.001,0.002
56,14,91,0.003,0.002,0.002
56,14,98,0.009,0.003,0.002
56,14,105,0.003,0.002,0.002
56,14,112,0.013,0.013,0.009
56,14,119,0.002,0.001,0.001
56,14,126,0.002,0.008,0.01
56,14,133,0.001,0.001,0.002
56,14,140,0.004,0.001,0.002
56,14,147,0.009,0.005,0.003
56,14,154,0.004,0.002,0.002
56,14,161,1.31,0.006,0.012
56,14,168,0.002,0.0,1.593
56,14,175,1.637,1.348,0.001
56,21,0,0.0,0.002,0.002
56,21,7,0.001,0.001,0.001
56,21,14,0.006,0.004,0.009
56,21,21,0.017,0.014,0.017
56,21,28,0.003,0.003,0.003
56,21,35,0.005,0.007,0.007
56,21,42,0.005,0.007,0.006
56,21,49,0.001,0.001,0.001
56,21,56,0.006,0.001,0.002
56,21,63,0.001,0.001,0.001
56,21,70,0.002,0.003,0.003
56,21,77,0.002,0.001,0.001
56,21,84,0.015,0.016,0.015
56,21,91,0.009,0.008,0.009
56,21,98,0.016,0.017,0.016
56,21,105,0.004,0.003,0.001
56,21,112,3.26,0.013,0.012
56,21,119,0.002,0.002,0.002
56,21,126,0.002,0.001,0.001
56,21,133,0.002,0.002,0.002
56,21,140,0.015,0.014,0.014
56,21,147,0.008,0.007,0.005
56,21,154,0.002,0.002,0.003
56,21,161,0.007,0.01,0.011
56,21,168,0.007,0.007,0.007
56,21,175,2.457,0.002,0.004
56,28,0,0.001,0.001,0.001
56,28,7,0.004,0.004,0.003
56,28,14,0.012,0.013,0.012
56,28,21,0.002,0.002,0.002
56,28,28,0.006,0.006,0.006
56,28,35,0.005,0.004,0.008
56,28,42,0.007,0.006,0.004
56,28,49,0.005,0.001,0.003
56,28,56,0.008,0.008,0.008
56,28,63,0.003,0.001,0.006
56,28,70,0.005,0.005,0.006
56,28,77,0.004,0.004,0.003
56,28,84,0.006,0.007,0.005
56,28,91,0.005,0.005,0.004
56,28,98,0.012,0.011,0.01
56,28,105,0.01,0.01,0.01
56,28,112,0.003,0.002,0.003
56,28,119,0.012,0.014,0.014
56,28,126,0.004,0.007,0.007
56,28,133,0.003,0.004,0.004
56,28,140,0.004,0.004,0.005
56,28,147,0.013,0.011,0.012
56,28,154,0.006,0.007,0.007
56,28,161,0.007,0.006,0.005
56,28,168,0.012,0.013,0.012
56,28,175,0.01,0.009,0.01
56,35,0,0.006,0.007,0.007
56,35,7,0.005,0.005,0.006
56,35,14,0.009,0.008,0.009
56,35,21,0.01,0.009,0.009
56,35,28,0.008,0.009,0.008
56,35,35,0.008,0.007,0.007
56,35,42,0.008,0.006,0.007
56,35,49,0.006,0.007,0.007
56,35,56,0.008,0.008,0.008
56,35,63,0.007,0.006,0.007
56,35,70,0.01,0.01,0.01
56,35,77,0.007,0.008,0.006
56,35,84,0.001,0.002,0.002
56,35,91,0.007,0.007,0.007
56,35,98,0.008,0.008,0.008
56,35,105,0.005,0.005,0.004
56,35,112,0.002,0.001,0.001
56,35,119,0.001,0.004,0.004
56,35,126,0.006,0.006,0.005
56,35,133,0.009,0.006,0.007
56,35,140,0.007,0.008,0.01
56,35,147,0.006,0.004,0.002
56,35,154,4.119,0.008,0.008
56,35,161,0.007,0.005,0.007
56,35,168,0.002,0.002,0.002
56,35,175,0.003,0.003,0.003
56,42,0,0.005,0.006,0.006
56,42,7,0.008,0.008,0.008
56,42,14,0.003,0.003,0.003
56,42,21,0.003,0.003,0.004
56,42,28,0.002,0.004,0.003
56,42,35,0.004,0.005,0.007
56,42,42,0.002,0.006,0.007
56,42,49,0.006,0.007,0.006
56,42,56,0.007,0.008,0.007
56,42,63,0.004,0.003,0.004
56,42,70,0.004,0.006,0.004
56,42,77,0.007,0.006,0.006
56,42,84,0.004,0.004,0.004
56,42,91,0.002,0.002,0.002
56,42,98,0.006,0.006,0.006
56,42,105,0.006,0.006,0.006
56,42,112,0.005,0.006,0.005
56,42,119,0.008,0.007,0.008
56,42,126,0.008,0.007,0.007
56,42,133,0.005,0.004,0.004
56,42,140,0.006,0.006,0.006
56,42,147,0.005,0.005,0.007
56,42,154,0.006,0.002,0.005
56,42,161,0.004,0.005,0.004
56,42,168,0.005,0.006,0.006
56,42,175,0.007,0.008,0.007
56,49,0,0.004,0.004,0.004
56,49,7,0.006,0.006,0.006
56,49,14,0.002,0.003,0.004
56,49,21,0.005,0.005,0.004
56,49,28,0.005,0.005,0.004
56,49,35,0.006,0.006,0.006
56,49,42,0.005,0.005,0.004
56,49,49,0.006,0.006,0.006
56,49,56,0.006,0.005,0.006
56,49,63,0.005,0.005,0.005
56,49,70,0.004,0.004,0.004
56,49,77,0.006,0.005,0.006
56,49,84,0.006,0.007,0.006
56,49,91,0.004,0.004,0.004
56,49,98,0.005,0.005,0.005
56,49,105,0.005,0.004,0.005
56,49,112,0.006,0.006,0.006
56,49,119,0.004,0.003,0.004
56,49,126,0.006,0.006,0.006
56,49,133,0.005,0.005,0.005
56,49,140,0.006,0.006,0.006
56,49,147,0.005,0.005,0.005
56,49,154,0.004,0.004,0.004
56,49,161,0.005,0.005,0.005
56,49,168,0.005,0.005,0.005
56,49,175,0.004,0.004,0.004
56,56,0,0.004,0.004,0.004
56,56,7,0.004,0.004,0.003
56,56,14,0.005,0.005,0.005
56,56,21,0.002,0.003,0.003
56,56,28,0.004,0.004,0.005
56,56,35,0.004,0.004,0.004
56,56,42,0.004,0.004,0.004
56,56,49,0.004,0.004,0.004
56,56,56,0.004,0.004,0.004
56,56,63,0.004,0.004,0.004
56,56,70,0.005,0.005,0.005
56,56,77,0.005,0.004,0.004
56,56,84,0.005,0.005,0.005
56,56,91,0.005,0.004,0.004
56,56,98,0.005,0.004,0.004
56,56,105,0.004,0.004,0.003
56,56,112,0.005,0.005,0.005
56,56,119,0.004,0.004,0.004
56,56,126,0.004,0.005,0.004
56,56,133,0.004,0.003,0.003
56,56,140,0.005,0.005,0.005
56,56,147,0.003,0.003,0.003
56,56,154,0.004,0.004,0.004
56,56,161,0.004,0.004,0.004
56,56,168,0.004,0.005,0.004
56,56,175,0.004,0.004,0.004
56,63,0,0.003,0.004,0.004
56,63,7,0.004,0.003,0.004
56,63,14,0.004,0.005,0.005
56,63,21,0.004,0.004,0.004
56,63,28,0.004,0.004,0.004
56,63,35,0.005,0.004,0.004
56,63,42,0.004,0.004,0.004
56,63,49,0.004,0.003,0.003
56,63,56,0.004,0.004,0.004
56,63,63,0.004,0.004,0.004
56,63,70,0.004,0.003,0.004
56,63,77,0.004,0.005,0.004
56,63,84,0.004,0.004,0.004
56,63,91,0.004,0.004,0.004
56,63,98,0.003,0.003,0.003
56,63,105,0.004,0.004,0.004
56,63,112,0.004,0.003,0.003
56,63,119,0.004,0.004,0.004
56,63,126,0.003,0.004,0.004
56,63,133,0.004,0.004,0.004
56,63,140,0.004,0.004,0.004
56,63,147,0.004,0.004,0.004
56,63,154,0.004,0.004,0.004
56,63,161,0.004,0.004,0.004
56,63,168,0.004,0.004,0.004
56,63,175,0.003,0.004,0.003
56,70,0,0.003,0.003,0.003
56,70,7,0.003,0.003,0.003
56,70,14,0.003,0.003,0.003
56,70,21,0.002,0.003,0.003
56,70,28,0.004,0.004,0.004
56,70,35,0.003,0.003,0.003
56,70,42,0.004,0.004,0.004
56,70,49,0.002,0.003,0.003
56,70,56,0.003,0.003,0.003
56,70,63,0.003,0.003,0.003
56,70,70,0.004,0.004,0.004
56,70,77,0.002,0.003,0.003
56,70,84,0.004,0.004,0.003
56,70,91,0.003,0.003,0.003
56,70,98,0.003,0.003,0.003
56,70,105,0.003,0.002,0.003
56,70,112,0.003,0.003,0.003
56,70,119,0.003,0.003,0.003
56,70,126,0.004,0.003,0.003
56,70,133,0.003,0.004,0.004
56,70,140,0.003,0.004,0.003
56,70,147,0.004,0.004,0.003
56,70,154,0.003,0.003,0.003
56,70,161,0.004,0.003,0.004
56,70,168,0.003,0.003,0.003
56,70,175,0.004,0.004,0.003
56,77,0,0.003,0.003,0.003
56,77,7,0.003,0.003,0.003
56,77,14,0.002,0.003,0.002
56,77,21,0.003,0.003,0.003
56,77,28,0.003,0.003,0.002
56,77,35,0.002,0.002,0.003
56,77,42,0.004,0.004,0.004
56,77,49,0.003,0.003,0.003
56,77,56,0.003,0.003,0.003
56,77,63,0.004,0.004,0.004
56,77,70,0.003,0.003,0.002
56,77,77,0.002,0.002,0.002
56,77,84,0.005,0.005,0.004
56,77,91,0.003,0.003,0.003
56,77,98,0.003,0.003,0.003
56,77,105,0.004,0.004,0.004
56,77,112,0.003,0.003,0.002
56,77,119,0.003,0.003,0.003
56,77,126,0.004,0.004,0.004
56,77,133,0.002,0.003,0.003
56,77,140,0.003,0.003,0.003
56,77,147,0.004,0.003,0.004
56,77,154,0.003,0.003,0.003
56,77,161,0.003,0.003,0.003
56,77,168,0.004,0.004,0.003
56,77,175,0.004,0.005,0.005
56,84,0,0.003,0.003,0.003
56,84,7,0.003,0.003,0.003
56,84,14,0.003,0.003,0.003
56,84,21,0.003,0.003,0.003
56,84,28,0.002,0.002,0.003
56,84,35,0.002,0.002,0.003
56,84,42,0.003,0.003,0.003
56,84,49,0.003,0.003,0.003
56,84,56,0.003,0.004,0.004
56,84,63,0.003,0.003,0.003
56,84,70,0.002,0.002,0.002
56,84,77,0.003,0.003,0.003
56,84,84,0.004,0.004,0.004
56,84,91,0.004,0.005,0.005
56,84,98,0.004,0.003,0.004
56,84,105,0.003,0.004,0.003
56,84,112,0.004,0.005,0.004
56,84,119,0.003,0.003,0.003
56,84,126,0.003,0.003,0.003
56,84,133,0.003,0.003,0.003
56,84,140,0.003,0.003,0.003
56,84,147,0.003,0.003,0.003
56,84,154,0.002,0.003,0.003
56,84,161,0.004,0.004,0.004
56,84,168,0.003,0.003,0.003
56,84,175,0.003,0.004,0.004
63,0,0,0.0,0.279,0.274
63,0,7,0.306,0.0,0.0
63,0,14,0.259,0.0,0.0
63,0,21,0.241,0.281,0.0
63,0,28,0.504,0.0,0.0
63,0,35,0.316,0.277,0.0
63,0,42,0.278,0.219,0.216
63,0,49,0.506,0.298,0.0
63,0,56,0.306,0.164,0.271
63,0,63,0.0,0.0,0.0
63,0,70,0.0,0.199,0.266
63,0,77,0.0,0.0,0.27
63,0,84,0.0,0.0,0.0
63,0,91,0.0,0.0,0.0
63,0,98,0.292,0.25,0.0
63,0,105,0.237,0.0,0.359
63,0,112,0.0,0.0,0.0
63,0,119,0.264,0.0,0.066
63,0,126,0.297,0.147,0.0
63,0,133,0.0,0.232,0.0
63,0,140,0.0,0.0,0.0
63,0,147,0.0,0.0,0.0
63,0,154,0.0,0.0,0.0
63,0,161,0.0,0.256,0.0
63,0,168,0.0,0.275,0.0
63,0,175,0.0,0.234,0.0
63,7,0,0.026,0.044,0.001
63,7,7,0.006,0.008,0.013
63,7,14,0.794,0.005,0.008
63,7,21,0.035,0.015,0.046
63,7,28,0.014,0.009,0.004
63,7,35,1.264,0.016,0.001
63,7,42,0.147,0.529,0.002
63,7,49,0.017,0.017,0.009
63,7,56,0.004,0.002,0.01
63,7,63,0.004,0.007,0.012
63,7,70,0.004,0.006,0.003
63,7,77,0.033,0.013,0.002
63,7,84,0.018,0.006,0.004
63,7,91,0.418,0.006,0.02
63,7,98,0.026,0.255,0.001
63,7,105,0.003,0.003,0.003
63,7,112,0.016,0.006,0.003
63,7,119,0.005,0.021,0.024
63,7,126,0.021,0.035,0.012
63,7,133,0.005,0.153,0.004
63,7,140,0.004,0.006,0.019
63,7,147,0.004,0.01,0.007
63,7,154,0.002,0.002,0.017
63,7,161,0.003,0.012,0.006
63,7,168,0.028,0.612,0.103
63,7,175,0.573,0.288,0.062
63,14,0,0.001,0.002,0.002
63,14,7,0.008,0.01,0.003
63,14,14,0.003,0.003,0.002
63,14,21,0.014,0.012,0.012
63,14,28,0.004,0.007,0.003
63,14,35,0.198,0.016,0.014
63,14,42,0.001,0.002,0.002
63,14,49,0.001,0.001,0.001
63,14,56,0.003,0.004,0.006
63,14,63,0.001,0.002,0.002
63,14,70,0.014,0.009,0.011
63,14,77,0.002,0.002,0.002
63,14,84,0.001,0.002,0.002
63,14,91,0.002,0.001,0.004
63,14,98,0.003,0.0,0.001
63,14,105,0.002,0.002,0.001
63,14,112,0.019,0.021,0.02
63,14,119,0.013,0.01,0.006
63,14,126,0.022,0.025,0.021
63,14,133,0.003,0.0,0.004
63,14,140,0.094,0.003,0.005
63,14,147,0.0,0.002,0.003
63,14,154,0.004,0.007,0.006
63,14,161,0.004,0.004,0.003
63,14,168,0.159,1.225,0.001
63,14,175,0.201,0.569,0.002
63,21,0,0.0,0.002,0.002
63,21,7,0.002,0.001,0.002
63,21,14,0.003,0.001,0.002
63,21,21,0.013,0.014,0.014
63,21,28,0.002,0.001,0.002
63,21,35,0.005,0.002,0.003
63,21,42,0.017,0.015,0.019
63,21,49,0.008,0.007,0.01
63,21,56,0.002,0.006,0.004
63,21,63,0.006,0.008,0.007
63,21,70,0.01,0.009,0.01
63,21,77,0.011,0.001,0.003
63,21,84,0.011,0.011,0.011
63,21,91,0.013,0.006,0.005
63,21,98,0.023,0.022,0.022
63,21,105,0.007,0.006,0.002
63,21,112,0.009,0.007,0.004
63,21,119,0.002,0.002,0.001
63,21,126,0.002,0.001,0.002
63,21,133,0.002,0.001,0.001
63,21,140,0.005,0.005,0.006
63,21,147,0.019,0.013,0.014
63,21,154,0.009,0.01,0.01
63,21,161,0.004,0.003,0.006
63,21,168,9.349,0.016,0.016
63,21,175,0.003,0.005,0.004
63,28,0,0.001,0.001,0.001
63,28,7,0.018,0.015,0.015
63,28,14,0.004,0.002,0.003
63,28,21,0.002,0.001,0.001
63,28,28,0.002,0.004,0.001
63,28,35,0.004,0.004,0.002
63,28,42,0.009,0.013,0.011
63,28,49,0.007,0.005,0.008
63,28,56,0.013,0.014,0.013
63,28,63,0.002,0.002,0.002
63,28,70,0.01,0.009,0.01
63,28,77,0.012,0.015,0.015
63,28,84,0.005,0.004,0.001
63,28,91,0.002,0.002,0.002
63,28,98,0.015,0.011,0.012
63,28,105,0.01,0.012,0.008
63,28,112,0.01,0.007,0.008
63,28,119,0.007,0.007,0.008
63,28,126,0.009,0.01,0.011
63,28,133,0.003,0.003,0.003
63,28,140,0.007,0.006,0.006
63,28,147,0.01,0.007,0.009
63,28,154,0.012,0.008,0.003
63,28,161,0.011,0.009,0.01
63,28,168,0.014,0.013,0.013
63,28,175,0.016,0.005,0.003
63,35,0,0.006,0.006,0.006
63,35,7,0.008,0.008,0.009
63,35,14,0.009,0.007,0.007
63,35,21,0.01,0.012,0.012
63,35,28,0.013,0.013,0.012
63,35,35,0.004,0.006,0.002
63,35,42,0.008,0.01,0.009
63,35,49,0.002,0.002,0.002
63,35,56,0.003,0.002,0.002
63,35,63,0.003,0.003,0.004
63,35,70,0.011,0.012,0.012
63,35,77,0.009,0.008,0.008
63,35,84,0.008,0.007,0.008
63,35,91,0.002,0.003,0.002
63,35,98,0.012,0.012,0.012
63,35,105,0.009,0.007,0.008
63,35,112,0.012,0.012,0.012
63,35,119,0.01,0.01,0.01
63,35,126,0.009,0.009,0.009
63,35,133,0.003,0.003,0.003
63,35,140,0.013,0.011,0.013
63,35,147,0.006,0.006,0.006
63,35,154,0.011,0.01,0.013
63,35,161,0.009,0.009,0.009
63,35,168,0.003,0.003,0.001
63,35,175,0.008,0.01,0.007
63,42,0,0.003,0.001,0.002
63,42,7,0.009,0.009,0.008
63,42,14,0.009,0.01,0.01
63,42,21,0.009,0.009,0.008
63,42,28,0.006,0.005,0.006
63,42,35,0.005,0.005,0.005
63,42,42,0.01,0.009,0.009
63,42,49,0.007,0.008,0.008
63,42,56,0.005,0.005,0.005
63,42,63,0.008,0.008,0.008
63,42,70,0.007,0.008,0.009
63,42,77,0.005,0.006,0.006
63,42,84,0.007,0.005,0.006
63,42,91,0.005,0.006,0.008
63,42,98,0.009,0.009,0.01
63,42,105,0.01,0.01,0.01
63,42,112,0.008,0.008,0.008
63,42,119,0.005,0.006,0.006
63,42,126,0.004,0.002,0.002
63,42,133,0.006,0.005,0.005
63,42,140,0.002,0.003,0.002
63,42,147,0.007,0.007,0.007
63,42,154,0.007,0.008,0.008
63,42,161,0.003,0.005,0.004
63,42,168,0.007,0.009,0.009
63,42,175,0.007,0.006,0.007
63,49,0,0.004,0.003,0.003
63,49,7,0.007,0.008,0.007
63,49,14,0.007,0.007,0.007
63,49,21,0.008,0.008,0.008
63,49,28,0.007,0.008,0.008
63,49,35,0.006,0.006,0.006
63,49,42,0.005,0.004,0.004
63,49,49,0.008,0.008,0.008
63,49,56,0.005,0.006,0.006
63,49,63,0.008,0.007,0.008
63,49,70,0.007,0.008,0.007
63,49,77,0.007,0.007,0.007
63,49,84,0.008,0.009,0.008
63,49,91,0.007,0.007,0.007
63,49,98,0.007,0.007,0.007
63,49,105,0.005,0.005,0.005
63,49,112,0.006,0.005,0.006
63,49,119,0.006,0.007,0.007
63,49,126,0.004,0.004,0.006
63,49,133,0.007,0.006,0.007
63,49,140,0.005,0.007,0.006
63,49,147,0.007,0.008,0.008
63,49,154,0.004,0.007,0.008
63,49,161,0.004,0.004,0.004
63,49,168,0.006,0.007,0.007
63,49,175,0.005,0.006,0.007
63,56,0,0.005,0.005,0.004
63,56,7,0.007,0.007,0.007
63,56,14,0.005,0.005,0.005
63,56,21,0.004,0.004,0.004
63,56,28,0.003,0.003,0.003
63,56,35,0.004,0.003,0.002
63,56,42,0.003,0.003,0.003
63,56,49,0.006,0.006,0.007
63,56,56,0.006,0.006,0.005
63,56,63,0.005,0.005,0.005
63,56,70,0.005,0.006,0.006
63,56,77,0.005,0.006,0.006
63,56,84,0.005,0.005,0.005
63,56,91,0.006,0.006,0.006
63,56,98,0.003,0.002,0.002
63,56,105,0.004,0.004,0.004
63,56,112,0.006,0.006,0.006
63,56,119,0.005,0.005,0.005
63,56,126,0.006,0.006,0.006
63,56,133,0.005,0.005,0.005
63,56,140,0.005,0.005,0.006
63,56,147,0.006,0.005,0.006
63,56,154,0.005,0.005,0.006
63,56,161,0.006,0.006,0.006
63,56,168,0.002,0.003,0.004
63,56,175,0.006,0.005,0.006
63,63,0,0.004,0.004,0.004
63,63,7,0.005,0.005,0.005
63,63,14,0.005,0.005,0.005
63,63,21,0.002,0.003,0.004
63,63,28,0.004,0.004,0.005
63,63,35,0.004,0.004,0.004
63,63,42,0.003,0.004,0.005
63,63,49,0.005,0.004,0.004
63,63,56,0.004,0.004,0.004
63,63,63,0.004,0.004,0.004
63,63,70,0.005,0.004,0.004
63,63,77,0.004,0.004,0.004
63,63,84,0.003,0.003,0.004
63,63,91,0.005,0.005,0.004
63,63,98,0.005,0.005,0.005
63,63,105,0.003,0.004,0.004
63,63,112,0.005,0.005,0.005
63,63,119,0.004,0.004,0.005
63,63,126,0.004,0.005,0.004
63,63,133,0.005,0.004,0.004
63,63,140,0.005,0.004,0.005
63,63,147,0.004,0.004,0.004
63,63,154,0.004,0.004,0.004
63,63,161,0.003,0.003,0.004
63,63,168,0.004,0.005,0.004
63,63,175,0.003,0.003,0.003
63,70,0,0.004,0.004,0.004
63,70,7,0.004,0.004,0.004
63,70,14,0.004,0.004,0.004
63,70,21,0.004,0.004,0.004
63,70,28,0.004,0.003,0.003
63,70,35,0.005,0.004,0.004
63,70,42,0.003,0.003,0.003
63,70,49,0.004,0.004,0.004
63,70,56,0.004,0.003,0.003
63,70,63,0.003,0.003,0.004
63,70,70,0.003,0.002,0.002
63,70,77,0.003,0.003,0.003
63,70,84,0.004,0.004,0.004
63,70,91,0.004,0.004,0.004
63,70,98,0.004,0.004,0.004
63,70,105,0.004,0.004,0.004
63,70,112,0.004,0.003,0.003
63,70,119,0.003,0.004,0.003
63,70,126,0.003,0.003,0.003
63,70,133,0.004,0.003,0.004
63,70,140,0.004,0.004,0.005
63,70,147,0.004,0.003,0.004
63,70,154,0.004,0.004,0.004
63,70,161,0.003,0.002,0.003
63,70,168,0.004,0.004,0.003
63,70,175,0.004,0.004,0.004
63,77,0,0.004,0.004,0.003
63,77,7,0.004,0.003,0.003
63,77,14,0.004,0.004,0.004
63,77,21,0.003,0.003,0.003
63,77,28,0.004,0.004,0.004
63,77,35,0.004,0.004,0.004
63,77,42,0.003,0.003,0.005
63,77,49,0.003,0.003,0.003
63,77,56,0.004,0.004,0.004
63,77,63,0.004,0.004,0.004
63,77,70,0.003,0.004,0.003
63,77,77,0.004,0.004,0.004
63,77,84,0.005,0.005,0.005
63,77,91,0.004,0.004,0.004
63,77,98,0.004,0.004,0.004
63,77,105,0.005,0.004,0.004
63,77,112,0.003,0.003,0.003
63,77,119,0.004,0.003,0.003
63,77,126,0.003,0.003,0.003
63,77,133,0.004,0.004,0.004
63,77,140,0.003,0.003,0.003
63,77,147,0.003,0.003,0.004
63,77,154,0.004,0.004,0.004
63,77,161,0.004,0.003,0.003
63,77,168,0.003,0.004,0.003
63,77,175,0.004,0.005,0.004
63,84,0,0.003,0.003,0.003
63,84,7,0.003,0.003,0.003
63,84,14,0.003,0.003,0.003
63,84,21,0.003,0.002,0.003
63,84,28,0.003,0.003,0.003
63,84,35,0.003,0.003,0.003
63,84,42,0.006,0.003,0.003
63,84,49,0.003,0.002,0.004
63,84,56,0.003,0.003,0.003
63,84,63,0.004,0.004,0.003
63,84,70,0.003,0.003,0.003
63,84,77,0.003,0.004,0.003
63,84,84,0.003,0.004,0.004
63,84,91,0.002,0.002,0.002
63,84,98,0.003,0.003,0.003
63,84,105,0.004,0.003,0.004
63,84,112,0.004,0.004,0.004
63,84,119,0.004,0.004,0.004
63,84,126,0.004,0.003,0.004
63,84,133,0.002,0.004,0.002
63,84,140,0.004,0.003,0.003
63,84,147,0.004,0.003,0.004
63,84,154,0.004,0.004,0.004
63,84,161,0.003,0.003,0.003
63,84,168,0.003,0.003,0.003
63,84,175,0.006,0.003,0.003
70,0,0,0.333,0.0,0.243
70,0,7,0.0,0.0,0.265
70,0,14,0.263,0.277,0.0
70,0,21,0.286,0.234,0.0
70,0,28,0.307,0.0,0.0
70,0,35,0.0,0.242,0.242
70,0,42,0.286,0.382,0.0
70,0,49,0.0,0.0,0.0
70,0,56,0.287,0.148,0.0
70,0,63,0.0,0.0,0.0
70,0,70,0.091,0.298,0.0
70,0,77,0.0,0.317,0.0
70,0,84,0.0,0.202,0.348
70,0,91,0.301,0.0,0.0
70,0,98,0.0,0.272,0.0
70,0,105,0.344,0.284,0.288
70,0,112,0.494,0.209,0.0
70,0,119,0.366,0.256,0.0
70,0,126,0.0,0.0,0.0
70,0,133,0.343,0.0,0.201
70,0,140,0.318,0.0,0.0
70,0,147,0.0,0.0,0.0
70,0,154,0.302,0.0,0.0
70,0,161,0.291,0.0,0.0
70,0,168,0.234,0.0,0.182
70,0,175,0.343,0.0,0.248
70,7,0,0.076,0.03,0.026
70,7,7,0.006,0.004,0.008
70,7,14,0.026,0.025,0.006
70,7,21,1.458,0.007,0.004
70,7,28,0.034,0.005,0.018
70,7,35,5.171,0.021,0.016
70,7,42,0.649,0.004,0.007
70,7,49,0.583,0.007,0.01
70,7,56,0.014,0.015,0.003
70,7,63,0.811,0.144,0.017
70,7,70,0.005,0.004,0.01
70,7,77,0.04,0.017,0.004
70,7,84,0.003,0.013,0.004
70,7,91,0.011,1.335,0.009
70,7,98,0.012,0.029,0.008
70,7,105,0.013,0.007,0.009
70,7,112,0.007,0.013,0.005
70,7,119,0.221,0.006,0.006
70,7,126,0.017,0.002,0.009
70,7,133,0.047,0.018,0.012
70,7,140,1.355,0.001,0.002
70,7,147,0.085,0.124,0.036
70,7,154,0.017,0.013,0.007
70,7,161,0.537,0.006,0.017
70,7,168,1.489,0.374,0.475
70,7,175,0.646,0.19,0.538
70,14,0,0.003,0.0,0.002
70,14,7,0.003,0.003,0.002
70,14,14,0.002,0.002,0.002
70,14,21,0.032,0.023,0.027
70,14,28,0.014,0.007,0.023
70,14,35,0.023,0.005,0.006
70,14,42,0.003,0.003,0.003
70,14,49,0.003,0.003,0.003
70,14,56,0.013,0.003,0.013
70,14,63,0.011,0.01,0.011
70,14,70,0.032,0.036,0.038
70,14,77,0.001,0.002,0.002
70,14,84,0.004,0.002,0.003
70,14,91,0.007,0.002,0.004
70,14,98,0.009,0.019,0.013
70,14,105,1.922,0.0,0.002
70,14,112,0.031,0.028,0.025
70,14,119,0.004,0.005,0.002
70,14,126,0.039,0.035,0.038
70,14,133,0.005,0.002,0.002
70,14,140,0.002,0.004,0.002
70,14,147,0.007,0.003,0.016
70,14,154,0.027,0.009,0.007
70,14,161,0.021,0.009,0.023
70,14,168,2.545,0.011,0.003
70,14,175,1.372,0.495,0.802
70,21,0,0.003,0.003,0.002
70,21,7,0.001,0.001,0.002
70,21,14,0.013,0.011,0.009
70,21,21,0.01,0.016,0.007
70,21,28,0.012,0.009,0.011
70,21,35,0.024,0.023,0.021
70,21,42,0.016,0.013,0.016
70,21,49,0.002,0.002,0.002
70,21,56,0.002,0.002,0.002
70,21,63,0.002,0.002,0.002
70,21,70,0.005,0.001,0.002
70,21,77,0.003,0.002,0.002
70,21,84,0.025,0.021,0.02
70,21,91,0.022,0.023,0.024
70,21,98,0.013,0.03,0.029
70,21,105,0.02,0.019,0.019
70,21,112,0.023,0.015,0.019
70,21,119,0.013,0.013,0.012
70,21,126,0.011,0.001,0.003
70,21,133,0.01,0.012,0.011
70,21,140,0.021,0.019,0.021
70,21,147,0.021,0.022,0.022
70,21,154,0.002,0.003,0.002
70,21,161,0.014,0.01,0.013
70,21,168,0.018,0.018,0.017
70,21,175,0.007,0.011,0.01
70,28,0,0.01,0.006,0.002
70,28,7,0.014,0.012,0.013
70,28,14,0.012,0.011,0.012
70,28,21,0.017,0.014,0.014
70,28,28,0.015,0.011,0.011
70,28,35,0.014,0.013,0.013
70,28,42,0.002,0.008,0.002
70,28,49,0.007,0.004,0.001
70,28,56,0.015,0.017,0.016
70,28,63,0.007,0.007,0.007
70,28,70,0.004,0.005,0.004
70,28,77,0.011,0.01,0.01
70,28,84,0.007,0.004,0.003
70,28,91,0.001,0.001,0.001
70,28,98,0.021,0.021,0.02
70,28,105,0.023,0.022,0.023
70,28,112,0.004,0.004,0.004
70,28,119,0.02,0.021,0.023
70,28,126,0.011,0.008,0.006
70,28,133,0.005,0.006,0.01
70,28,140,0.003,0.007,0.004
70,28,147,0.018,0.013,0.015
70,28,154,0.016,0.014,0.014
70,28,161,0.015,0.006,0.014
70,28,168,0.022,0.023,0.024
70,28,175,0.007,0.001,0.002
70,35,0,0.004,0.004,0.003
70,35,7,0.015,0.016,0.014
70,35,14,0.015,0.012,0.01
70,35,21,0.008,0.009,0.008
70,35,28,0.013,0.014,0.014
