Euler1,Euler2,Euler3,azimuth360,azimuth270,azimuth180,azimuth90
7,77,21,0.001,0.001,0.003,0.014
7,77,28,0.002,0.001,0.0,0.007
7,77,35,0.001,0.002,0.001,0.009
7,77,42,0.003,0.002,0.002,0.011
7,77,49,0.001,0.004,0.002,0.019
7,77,56,0.002,0.001,0.001,0.019
7,77,63,0.002,0.002,0.001,0.009
7,77,70,0.002,0.003,0.002,0.005
7,77,77,0.003,0.002,0.002,0.007
7,77,84,0.002,0.001,0.002,0.011
7,77,91,0.001,0.001,0.002,0.009
7,77,98,0.004,0.001,0.001,0.003
7,77,105,0.003,0.002,0.004,0.007
7,77,112,0.0,0.003,0.002,0.003
7,77,119,0.001,0.004,0.001,0.001
7,77,126,0.002,0.001,0.003,0.002
7,77,133,0.002,0.003,0.003,0.006
7,77,140,0.002,0.001,0.001,0.008
7,77,147,0.003,0.003,0.003,0.005
7,77,154,0.005,0.002,0.004,0.01
7,77,161,0.003,0.003,0.002,0.008
7,77,168,0.004,0.002,0.002,0.009
7,77,175,0.003,0.003,0.004,0.006
7,84,0,0.008,0.005,0.004,0.018
7,84,7,0.009,0.003,0.005,0.043
7,84,14,0.009,0.01,0.004,0.023
7,84,21,0.005,0.003,0.003,0.006
7,84,28,0.005,0.003,0.001,0.001
7,84,35,0.006,0.003,0.007,0.026
7,84,42,0.004,0.001,0.005,0.029
7,84,49,6.138,0.001,0.001,0.028
7,84,56,0.001,0.001,0.002,0.017
7,84,63,0.004,0.0,0.007,0.003
7,84,70,0.002,0.004,0.012,0.003
7,84,77,0.007,0.003,0.004,0.011
7,84,84,0.011,0.004,0.003,0.036
7,84,91,0.003,0.002,0.003,0.013
7,84,98,0.01,0.008,0.006,0.033
7,84,105,0.028,0.002,0.009,0.02
7,84,112,0.006,0.013,0.0,0.018
7,84,119,0.004,0.004,0.003,0.009
7,84,126,0.019,0.011,0.006,0.026
7,84,133,0.005,0.005,0.002,0.008
7,84,140,0.004,0.003,0.004,0.024
7,84,147,0.025,0.002,0.001,0.013
7,84,154,0.006,0.007,0.004,0.016
7,84,161,0.01,0.002,0.001,0.022
7,84,168,0.016,0.001,0.001,0.01
7,84,175,0.002,0.002,0.002,0.02
14,0,0,0.0,0.0,0.0,0.0
14,0,7,0.286,0.0,0.307,0.466
14,0,14,0.0,0.281,0.417,0.352
14,0,21,0.052,0.0,0.0,0.315
14,0,28,0.185,0.0,0.264,0.0
14,0,35,0.339,0.0,0.0,0.0
14,0,42,0.0,0.0,0.0,0.0
14,0,49,0.219,0.0,0.0,0.0
14,0,56,0.0,0.0,0.0,0.0
14,0,63,0.0,0.0,0.0,0.0
14,0,70,0.0,0.0,0.0,0.0
14,0,77,0.333,0.0,0.0,0.0
14,0,84,0.0,0.0,0.281,0.0
14,0,91,0.203,0.0,0.0,0.0
14,0,98,0.0,0.368,0.0,0.242
14,0,105,0.28,0.0,0.0,0.326
14,0,112,0.0,0.322,0.0,0.0
14,0,119,0.0,0.177,0.0,0.0
14,0,126,0.0,0.051,0.0,0.285
14,0,133,0.32,0.0,0.0,0.0
14,0,140,0.267,0.0,0.392,0.286
14,0,147,0.0,0.0,0.0,0.0
14,0,154,0.0,0.0,0.0,0.291
14,0,161,0.0,0.0,0.0,0.0
14,0,168,0.0,0.0,0.0,0.193
14,0,175,0.0,0.0,0.0,0.0
14,7,0,0.003,0.006,0.002,0.002
14,7,7,0.108,0.367,0.24,0.224
14,7,14,0.012,0.039,0.134,0.038
14,7,21,0.048,0.879,0.003,0.012
14,7,28,0.058,0.003,0.103,0.061
14,7,35,0.014,0.003,0.006,0.014
14,7,42,0.006,0.003,0.002,0.018
14,7,49,0.003,0.267,0.009,0.371
14,7,56,0.002,0.274,0.08,0.083
14,7,63,0.035,0.003,0.004,0.108
14,7,70,0.015,0.005,0.272,0.033
14,7,77,0.014,0.002,0.008,0.143
14,7,84,0.003,0.011,0.053,0.513
14,7,91,0.022,0.288,0.005,0.525
14,7,98,0.252,0.004,0.009,0.161
14,7,105,0.004,0.579,0.003,0.052
14,7,112,0.007,0.003,0.011,0.017
14,7,119,0.007,0.007,0.003,0.094
14,7,126,0.001,0.004,0.022,0.033
14,7,133,0.013,0.002,0.002,0.023
14,7,140,0.024,0.003,0.026,0.011
14,7,147,0.089,0.007,0.002,1.691
14,7,154,0.003,0.003,0.002,1.674
14,7,161,0.002,0.014,0.004,0.133
14,7,168,0.019,0.055,0.703,0.255
14,7,175,0.004,0.002,0.005,0.612
14,14,0,0.001,0.001,0.001,0.001
14,14,7,0.002,0.004,0.001,0.001
14,14,14,0.001,0.011,0.001,2.405
14,14,21,0.012,0.004,0.005,0.02
14,14,28,0.001,0.007,0.002,0.007
14,14,35,0.01,0.002,0.003,0.012
14,14,42,0.002,0.002,0.003,0.044
14,14,49,0.001,0.001,0.002,0.001
14,14,56,0.001,0.001,0.001,0.002
14,14,63,0.001,0.009,0.003,0.004
14,14,70,0.022,0.008,0.013,0.003
14,14,77,0.001,0.005,0.002,0.017
14,14,84,0.001,0.001,0.001,0.004
14,14,91,0.002,0.001,0.001,0.002
14,14,98,0.003,0.001,0.002,0.004
14,14,105,0.003,0.004,0.001,0.001
14,14,112,0.038,0.005,0.002,0.004
14,14,119,0.001,0.001,0.011,0.007
14,14,126,0.016,0.005,0.002,0.001
14,14,133,0.002,0.001,0.001,0.006
14,14,140,0.001,0.002,0.004,0.003
14,14,147,0.001,0.002,0.001,0.01
14,14,154,0.012,0.007,0.002,0.023
14,14,161,0.001,0.001,0.003,0.008
14,14,168,0.003,0.003,0.002,0.007
14,14,175,0.001,0.003,0.001,0.003
14,21,0,0.0,0.0,0.001,0.001
14,21,7,0.004,0.01,0.003,0.007
14,21,14,0.002,0.0,0.002,0.008
14,21,21,0.009,0.007,0.001,0.009
14,21,28,0.001,0.02,0.002,0.02
14,21,35,0.003,0.001,0.005,0.01
14,21,42,0.011,0.001,0.008,0.008
14,21,49,0.009,0.027,0.011,0.006
14,21,56,0.001,0.021,0.008,0.005
14,21,63,0.02,0.019,0.018,0.01
14,21,70,0.002,0.027,0.005,0.006
14,21,77,0.001,0.006,0.01,0.012
14,21,84,0.03,0.006,0.004,0.006
14,21,91,0.011,0.001,0.006,0.003
14,21,98,0.012,0.001,0.017,0.031
14,21,105,0.021,0.001,0.003,0.043
14,21,112,0.009,0.023,0.006,0.003
14,21,119,0.001,0.013,0.018,0.002
14,21,126,0.006,0.017,0.001,0.004
14,21,133,0.001,0.001,0.003,0.001
14,21,140,0.001,0.001,0.018,0.001
14,21,147,0.001,0.001,0.005,0.003
14,21,154,0.018,0.002,0.001,0.02
14,21,161,0.002,0.001,0.003,0.001
14,21,168,0.001,0.001,0.001,0.001
14,21,175,0.003,0.015,0.001,0.01
14,28,0,0.001,0.002,0.002,0.009
14,28,7,0.011,0.014,0.021,0.003
14,28,14,0.013,0.007,0.004,0.007
14,28,21,0.006,0.003,0.014,0.017
14,28,28,0.004,0.008,0.007,0.005
14,28,35,0.004,0.013,0.002,0.002
14,28,42,0.007,0.009,0.006,0.026
14,28,49,0.001,0.0,0.002,0.018
14,28,56,0.005,0.002,0.003,0.004
14,28,63,0.001,0.003,0.001,0.004
14,28,70,0.006,0.009,0.012,1.153
14,28,77,0.004,0.007,0.006,0.007
14,28,84,0.014,0.019,0.003,0.007
14,28,91,0.004,0.028,0.02,0.033
14,28,98,0.016,0.019,0.019,0.016
14,28,105,0.014,0.001,0.001,0.002
14,28,112,0.002,0.006,0.001,0.007
14,28,119,0.001,0.027,0.025,0.044
14,28,126,0.009,0.001,0.002,0.001
14,28,133,0.003,0.002,0.001,0.002
14,28,140,0.003,0.024,0.014,0.011
14,28,147,0.008,0.024,0.029,0.022
14,28,154,0.002,0.005,0.001,0.013
14,28,161,0.013,0.002,0.012,0.016
14,28,168,0.011,0.015,0.032,0.003
14,28,175,0.013,0.0,0.006,0.002
14,35,0,0.001,0.01,0.01,0.0
14,35,7,0.01,0.004,0.001,0.003
14,35,14,0.01,0.005,0.003,0.003
14,35,21,0.012,0.008,0.012,0.009
14,35,28,0.003,0.003,0.007,0.01
14,35,35,0.007,0.006,0.004,0.011
14,35,42,0.014,0.012,0.014,0.011
14,35,49,0.001,0.014,0.001,0.003
14,35,56,0.002,0.002,0.003,0.007
14,35,63,0.006,0.011,0.002,0.006
14,35,70,0.012,0.02,0.014,0.007
14,35,77,0.009,0.009,0.012,0.026
14,35,84,0.008,0.005,0.013,0.013
14,35,91,0.005,0.007,0.012,0.02
14,35,98,0.004,0.009,0.018,0.032
14,35,105,0.005,0.017,0.005,0.007
14,35,112,0.012,0.016,0.014,0.029
14,35,119,0.006,0.02,0.006,0.012
14,35,126,0.01,0.004,0.001,0.003
14,35,133,0.002,0.001,0.001,0.002
14,35,140,0.007,0.007,0.007,0.004
14,35,147,0.001,0.001,0.001,0.011
14,35,154,0.011,0.002,0.014,0.004
14,35,161,0.001,0.014,0.016,0.002
14,35,168,0.0,0.011,0.004,0.001
14,35,175,0.011,0.003,0.014,0.002
14,42,0,0.001,0.002,0.008,0.003
14,42,7,0.009,0.006,0.001,0.002
14,42,14,0.009,0.01,0.009,0.012
14,42,21,0.012,0.005,0.011,0.015
14,42,28,0.001,0.004,0.001,0.003
14,42,35,0.002,0.007,0.016,0.014
14,42,42,0.012,0.003,0.003,0.005
14,42,49,0.006,0.004,0.006,0.011
14,42,56,0.006,0.009,0.01,0.01
14,42,63,0.007,0.009,0.013,0.006
14,42,70,0.005,0.002,0.005,0.005
14,42,77,0.003,0.009,0.009,0.021
14,42,84,0.009,0.01,0.01,0.013
14,42,91,0.007,0.006,0.007,0.013
14,42,98,0.009,0.005,0.005,0.021
14,42,105,0.01,0.003,0.008,0.006
14,42,112,0.008,0.004,0.009,0.005
14,42,119,0.001,0.001,0.0,0.001
14,42,126,0.004,0.018,0.012,0.015
14,42,133,0.003,0.005,0.004,0.005
14,42,140,0.003,0.01,0.005,0.014
14,42,147,0.004,0.013,0.008,0.004
14,42,154,0.011,0.009,0.008,0.001
14,42,161,0.001,0.01,0.003,0.001
14,42,168,0.008,0.006,0.008,0.002
14,42,175,0.013,0.005,0.007,0.001
14,49,0,0.0,0.008,0.003,0.003
14,49,7,0.005,0.007,0.011,0.012
14,49,14,0.008,0.008,0.006,0.01
14,49,21,0.009,0.003,0.002,0.014
14,49,28,0.002,0.003,0.001,0.012
14,49,35,0.005,0.005,0.009,0.009
14,49,42,0.005,0.001,0.001,0.004
14,49,49,0.006,0.007,0.005,0.005
14,49,56,0.002,0.006,0.004,0.013
14,49,63,0.006,0.006,0.006,0.011
14,49,70,0.006,0.007,0.001,0.009
14,49,77,0.003,0.008,0.005,0.008
14,49,84,0.008,0.009,0.005,0.015
14,49,91,0.006,0.007,0.01,0.02
14,49,98,0.004,0.005,0.009,0.01
14,49,105,0.008,0.008,0.008,0.016
14,49,112,0.001,0.01,0.003,0.011
14,49,119,0.006,0.001,0.005,0.007
14,49,126,0.007,0.012,0.008,0.013
14,49,133,0.005,0.001,0.001,0.002
14,49,140,0.002,0.002,0.002,0.002
14,49,147,0.003,0.001,0.005,0.001
14,49,154,0.007,0.002,0.001,0.0
14,49,161,0.003,0.001,0.001,0.004
14,49,168,0.003,0.002,0.002,0.002
14,49,175,0.006,0.004,0.006,0.001
14,56,0,0.001,0.005,0.005,0.001
14,56,7,0.004,0.003,0.004,0.012
14,56,14,0.004,0.006,0.005,0.012
14,56,21,0.004,0.002,0.002,0.009
14,56,28,0.002,0.001,0.001,0.012
14,56,35,0.006,0.004,0.006,0.009
14,56,42,0.002,0.003,0.002,0.01
14,56,49,0.001,0.006,0.006,0.011
14,56,56,0.002,0.003,0.004,0.01
14,56,63,0.005,0.005,0.007,0.009
14,56,70,0.003,0.009,0.008,0.006
14,56,77,0.003,0.004,0.002,0.008
14,56,84,0.005,0.007,0.007,0.004
14,56,91,0.005,0.005,0.006,0.016
14,56,98,0.002,0.003,0.004,0.01
14,56,105,0.005,0.006,0.007,0.009
14,56,112,0.002,0.003,0.002,0.001
14,56,119,0.003,0.006,0.008,0.002
14,56,126,0.005,0.007,0.003,0.003
14,56,133,0.006,0.007,0.006,0.002
14,56,140,0.004,0.002,0.005,0.003
14,56,147,0.005,0.002,0.002,0.001
14,56,154,0.002,0.001,0.01,0.004
14,56,161,0.004,0.006,0.004,0.003
14,56,168,0.003,0.001,0.004,0.001
14,56,175,0.006,0.001,0.001,0.002
14,63,0,0.002,0.003,0.004,0.006
14,63,7,0.003,0.004,0.003,0.011
14,63,14,0.006,0.006,0.004,0.014
14,63,21,0.002,0.002,0.003,0.012
14,63,28,0.002,0.004,0.002,0.009
14,63,35,0.003,0.002,0.002,0.005
14,63,42,0.002,0.003,0.003,0.01
14,63,49,0.003,0.005,0.003,0.006
14,63,56,0.002,0.001,0.001,0.015
14,63,63,0.003,0.008,0.002,0.004
14,63,70,0.002,0.001,0.001,0.003
14,63,77,0.003,0.007,0.003,0.009
14,63,84,0.002,0.005,0.001,0.009
14,63,91,0.001,0.002,0.002,0.013
14,63,98,0.001,0.004,0.002,0.007
14,63,105,0.003,0.002,0.002,0.003
14,63,112,0.003,0.005,0.003,0.008
14,63,119,0.001,0.002,0.004,0.007
14,63,126,0.005,0.003,0.002,0.004
14,63,133,0.005,0.001,0.001,0.003
14,63,140,0.003,0.004,0.003,0.003
14,63,147,0.004,0.001,0.004,0.001
14,63,154,0.007,0.002,0.002,0.005
14,63,161,0.003,0.004,0.005,0.005
14,63,168,0.003,0.002,0.003,0.002
14,63,175,0.005,0.004,0.006,0.001
14,70,0,0.001,0.003,0.001,0.008
14,70,7,0.003,0.003,0.002,0.011
14,70,14,0.003,0.003,0.004,0.02
14,70,21,0.005,0.005,0.003,0.011
14,70,28,0.002,0.005,0.003,0.01
14,70,35,0.004,0.002,0.001,0.003
14,70,42,0.001,0.003,0.001,0.014
14,70,49,0.003,0.004,0.001,0.013
14,70,56,0.002,0.002,0.002,0.01
14,70,63,0.004,0.004,0.003,0.008
14,70,70,0.002,0.003,0.002,0.004
14,70,77,0.003,0.004,0.003,0.011
14,70,84,0.002,0.002,0.003,0.01
14,70,91,0.003,0.005,0.003,0.01
14,70,98,0.003,0.002,0.003,0.002
14,70,105,0.004,0.003,0.005,0.006
14,70,112,0.004,0.005,0.003,0.005
14,70,119,0.002,0.002,0.002,0.005
14,70,126,0.003,0.003,0.003,0.004
14,70,133,0.002,0.002,0.001,0.001
14,70,140,0.002,0.003,0.004,0.002
14,70,147,0.003,0.001,0.002,0.004
14,70,154,0.003,0.003,0.002,0.004
14,70,161,0.002,0.002,0.003,0.003
14,70,168,0.003,0.001,0.001,0.002
14,70,175,0.001,0.003,0.001,0.004
14,77,0,0.002,0.003,0.004,0.011
14,77,7,0.003,0.002,0.001,0.024
14,77,14,0.005,0.003,0.001,0.015
14,77,21,0.002,0.003,0.002,0.021
14,77,28,0.002,0.003,0.003,0.004
14,77,35,0.004,0.004,0.002,0.013
14,77,42,0.002,0.003,0.001,0.018
14,77,49,0.002,0.003,0.004,0.028
14,77,56,0.004,0.003,0.003,0.019
14,77,63,0.001,0.002,0.003,0.006
14,77,70,0.002,0.003,0.003,0.01
14,77,77,0.004,0.004,0.004,0.008
14,77,84,0.002,0.003,0.002,0.01
14,77,91,0.002,0.003,0.003,0.006
14,77,98,0.003,0.002,0.001,0.009
14,77,105,0.002,0.001,0.002,0.007
14,77,112,0.002,0.002,0.004,0.006
14,77,119,0.002,0.003,0.002,0.005
14,77,126,0.002,0.004,0.004,0.004
14,77,133,0.002,0.003,0.003,0.004
14,77,140,0.002,0.001,0.002,0.004
14,77,147,0.002,0.002,0.002,0.003
14,77,154,0.001,0.002,0.003,0.003
14,77,161,0.002,0.001,0.001,0.003
14,77,168,0.003,0.001,0.002,0.002
14,77,175,0.001,0.001,0.002,0.014
14,84,0,0.006,0.005,0.006,0.065
14,84,7,0.002,0.002,0.01,0.062
14,84,14,0.009,0.003,0.003,0.028
14,84,21,0.015,0.002,0.012,0.016
14,84,28,0.008,0.005,0.009,0.031
14,84,35,0.003,0.003,0.012,0.057
14,84,42,0.005,0.007,0.002,0.042
14,84,49,0.006,0.007,0.004,0.046
14,84,56,0.006,0.006,0.001,0.009
14,84,63,0.003,0.005,0.001,0.006
14,84,70,0.008,0.004,0.005,0.004
14,84,77,0.015,0.005,0.007,0.024
14,84,84,0.014,0.002,0.009,0.03
14,84,91,0.003,0.001,0.002,0.017
14,84,98,0.011,0.003,0.004,0.035
14,84,105,0.014,0.009,0.007,0.025
14,84,112,0.006,0.001,0.001,0.021
14,84,119,0.002,0.008,0.005,0.009
14,84,126,0.007,0.002,0.005,0.012
14,84,133,0.003,0.003,0.01,0.03
14,84,140,0.003,0.003,0.003,0.005
14,84,147,0.016,0.002,0.009,0.012
14,84,154,0.003,0.009,0.003,0.013
14,84,161,0.002,0.001,0.01,0.02
14,84,168,0.012,0.005,0.003,0.009
14,84,175,0.006,0.003,0.001,0.038
21,0,0,0.0,0.299,0.0,0.177
21,0,7,0.227,0.292,0.0,0.0
21,0,14,0.0,0.0,0.0,0.0
21,0,21,0.0,0.0,0.338,0.0
21,0,28,0.28,0.0,0.0,0.256
21,0,35,0.0,0.0,0.137,0.21
21,0,42,0.268,0.0,0.336,0.0
21,0,49,0.199,0.0,0.0,0.188
21,0,56,0.0,0.0,0.0,0.26
21,0,63,0.0,0.0,0.0,0.339
21,0,70,0.254,0.243,0.0,0.249
21,0,77,0.274,0.0,0.0,0.141
21,0,84,0.283,0.0,0.0,0.255
21,0,91,0.251,0.0,0.329,0.25
21,0,98,0.0,0.342,0.0,0.0
21,0,105,0.286,0.314,0.0,0.392
21,0,112,0.0,0.0,0.375,0.532
21,0,119,0.0,0.0,0.343,0.245
21,0,126,0.18,0.0,0.0,0.222
21,0,133,0.0,0.28,0.0,0.0
21,0,140,0.0,0.0,0.375,0.305
21,0,147,0.0,0.0,0.0,0.29
21,0,154,0.083,0.215,0.0,0.357
21,0,161,0.131,0.0,0.0,0.0
21,0,168,0.0,0.0,0.287,0.218
21,0,175,0.275,0.0,0.0,0.314
21,7,0,0.002,0.002,0.012,0.001
21,7,7,0.036,0.006,0.002,0.011
21,7,14,0.108,0.135,0.002,3.224
21,7,21,0.007,0.138,0.011,0.284
21,7,28,0.004,0.072,0.003,1.037
21,7,35,0.006,0.005,0.024,0.683
21,7,42,0.419,0.066,0.002,0.586
21,7,49,0.009,0.061,0.087,0.063
21,7,56,0.013,0.003,0.004,0.844
21,7,63,0.005,0.009,0.008,0.897
21,7,70,0.37,0.001,0.006,0.3
21,7,77,0.013,0.002,0.006,0.006
21,7,84,0.004,0.005,0.006,0.029
21,7,91,0.006,0.006,0.002,0.012
21,7,98,0.008,0.009,0.008,0.004
21,7,105,0.004,0.002,0.002,0.021
21,7,112,0.004,0.002,0.008,0.147
21,7,119,1.178,0.006,0.003,0.031
21,7,126,0.014,0.002,0.007,0.071
21,7,133,0.37,0.002,0.007,0.009
21,7,140,0.005,0.009,0.003,0.002
21,7,147,0.001,1.408,0.002,0.357
21,7,154,0.007,0.006,0.002,0.026
21,7,161,0.002,0.003,0.298,0.005
21,7,168,0.014,0.029,0.007,0.904
21,7,175,0.006,0.003,0.017,0.249
21,14,0,0.001,0.001,0.001,0.001
21,14,7,0.006,0.001,0.001,0.001
21,14,14,0.001,0.004,0.0,0.026
21,14,21,0.004,0.011,0.002,0.009
21,14,28,0.005,0.004,0.007,0.004
21,14,35,0.007,0.01,0.005,0.016
21,14,42,0.002,0.002,0.002,0.006
21,14,49,0.001,0.002,0.002,0.002
21,14,56,0.001,0.002,0.002,0.011
21,14,63,0.007,0.002,0.003,1.509
21,14,70,0.012,0.0,0.013,0.014
21,14,77,0.001,0.002,0.001,0.001
21,14,84,0.002,0.001,0.0,0.036
21,14,91,0.01,0.004,0.001,0.009
21,14,98,0.001,0.017,0.001,0.032
21,14,105,0.002,0.001,0.002,0.001
21,14,112,0.004,0.002,0.005,0.002
21,14,119,0.001,0.004,0.004,0.001
21,14,126,0.007,0.001,0.005,0.005
21,14,133,0.001,0.001,0.001,0.002
21,14,140,0.002,0.001,0.001,0.009
21,14,147,0.003,0.002,0.001,0.001
21,14,154,0.001,0.004,0.001,0.001
21,14,161,0.002,0.002,0.001,0.006
21,14,168,0.002,0.004,0.001,0.002
21,14,175,0.002,0.004,0.001,0.002
21,21,0,0.0,0.001,0.002,0.0
21,21,7,0.001,0.001,0.0,0.005
21,21,14,0.011,0.011,0.003,0.011
21,21,21,0.003,0.014,0.004,0.01
21,21,28,0.004,0.008,0.001,0.026
21,21,35,0.013,0.001,0.001,0.005
21,21,42,0.016,0.004,0.011,0.01
21,21,49,0.001,0.005,0.004,0.012
21,21,56,0.001,0.002,0.001,0.012
21,21,63,0.001,0.012,0.009,0.002
21,21,70,0.001,0.012,0.001,0.007
21,21,77,0.003,0.016,0.001,0.011
21,21,84,0.021,0.004,0.008,0.014
21,21,91,0.005,0.0,0.001,0.027
21,21,98,0.012,0.001,0.008,0.017
21,21,105,0.005,0.003,0.004,0.008
21,21,112,0.007,0.001,0.001,0.001
21,21,119,0.002,0.008,0.001,0.001
21,21,126,0.005,0.017,0.014,0.001
21,21,133,0.006,0.001,0.002,0.001
21,21,140,0.012,0.02,0.001,0.001
21,21,147,0.002,0.001,0.007,0.002
21,21,154,0.001,0.001,0.001,0.0
21,21,161,0.003,0.001,0.0,0.002
21,21,168,0.01,0.001,0.008,0.0
21,21,175,0.002,0.002,0.004,0.001
21,28,0,0.001,0.003,0.0,0.001
21,28,7,0.008,0.006,0.002,0.002
21,28,14,0.004,0.001,0.003,0.018
21,28,21,0.001,0.006,0.001,0.002
21,28,28,0.008,0.012,0.002,0.026
21,28,35,0.004,0.002,0.011,0.008
21,28,42,0.001,0.002,0.004,0.009
21,28,49,0.001,0.005,0.001,0.009
21,28,56,0.01,0.008,0.006,0.011
21,28,63,0.001,0.01,0.012,0.01
21,28,70,0.005,0.006,0.0,0.008
21,28,77,0.005,0.002,0.002,0.0
21,28,84,0.002,0.005,0.012,0.029
21,28,91,0.004,0.007,0.004,0.008
21,28,98,0.009,0.016,0.01,0.018
21,28,105,0.001,0.011,0.006,0.028
21,28,112,0.001,0.007,0.006,0.002
21,28,119,0.006,0.002,0.006,0.035
21,28,126,0.002,0.001,0.002,0.002
21,28,133,0.001,0.01,0.01,0.003
21,28,140,0.007,0.01,0.014,0.019
21,28,147,0.01,0.002,0.004,0.001
21,28,154,0.002,0.007,0.002,0.002
21,28,161,0.001,0.013,0.004,0.001
21,28,168,0.009,0.009,0.008,0.002
21,28,175,0.002,0.007,0.008,0.007
21,35,0,0.001,0.001,0.011,0.004
21,35,7,0.005,0.006,0.005,0.007
21,35,14,0.003,0.001,0.001,0.015
21,35,21,0.001,0.001,0.011,0.011
21,35,28,0.01,0.009,0.011,0.018
21,35,35,0.005,0.004,0.006,0.014
21,35,42,0.002,0.008,0.011,0.011
21,35,49,0.0,0.005,0.001,0.001
21,35,56,0.01,0.007,0.008,0.008
21,35,63,0.004,0.001,0.002,0.006
21,35,70,0.003,0.007,0.002,0.017
21,35,77,0.007,0.008,0.003,0.02
21,35,84,0.001,0.003,0.002,0.009
21,35,91,0.004,0.013,0.01,0.024
21,35,98,0.007,0.014,0.008,0.024
21,35,105,0.003,0.005,0.013,0.007
21,35,112,0.001,0.003,0.012,0.016
21,35,119,0.001,0.001,0.005,0.001
21,35,126,0.001,0.002,0.001,0.001
21,35,133,0.004,0.001,0.003,0.015
21,35,140,0.005,0.01,0.003,0.005
21,35,147,0.003,0.003,0.001,0.002
21,35,154,0.005,0.004,0.003,0.001
21,35,161,0.005,0.007,0.006,0.001
21,35,168,0.003,0.009,0.001,0.002
21,35,175,0.007,0.001,0.004,0.002
21,42,0,0.005,0.005,0.003,0.002
21,42,7,0.004,0.002,0.002,0.013
21,42,14,0.007,0.005,0.002,0.008
21,42,21,0.002,0.004,0.003,0.013
21,42,28,0.004,0.006,0.004,0.01
21,42,35,0.004,0.001,0.002,0.006
21,42,42,0.003,0.005,0.004,0.009
21,42,49,0.003,0.002,0.001,0.009
21,42,56,0.004,0.004,0.004,0.011
21,42,63,0.004,0.008,0.004,0.005
21,42,70,0.003,0.006,0.006,0.005
21,42,77,0.004,0.007,0.004,0.009
21,42,84,0.005,0.005,0.005,0.023
21,42,91,0.001,0.004,0.001,0.009
21,42,98,0.004,0.001,0.007,0.018
21,42,105,0.005,0.003,0.002,0.011
21,42,112,0.004,0.005,0.004,0.002
21,42,119,0.005,0.006,0.008,0.014
21,42,126,0.007,0.004,0.004,0.003
21,42,133,0.004,0.002,0.004,0.002
21,42,140,0.003,0.006,0.005,0.002
21,42,147,0.007,0.001,0.007,0.004
21,42,154,0.003,0.003,0.005,0.002
21,42,161,0.004,0.003,0.004,0.002
21,42,168,0.001,0.001,0.001,0.002
21,42,175,0.002,0.007,0.005,0.006
21,49,0,0.003,0.003,0.004,0.001
21,49,7,0.005,0.002,0.005,0.015
21,49,14,0.002,0.003,0.006,0.012
21,49,21,0.005,0.005,0.005,0.011
21,49,28,0.004,0.004,0.002,0.013
21,49,35,0.001,0.003,0.003,0.004
21,49,42,0.003,0.005,0.004,0.006
21,49,49,0.003,0.003,0.006,0.01
21,49,56,0.003,0.001,0.002,0.006
21,49,63,0.004,0.005,0.002,0.004
21,49,70,0.003,0.006,0.006,0.007
21,49,77,0.004,0.003,0.003,0.014
21,49,84,0.007,0.006,0.003,0.015
21,49,91,0.002,0.004,0.004,0.008
21,49,98,0.004,0.004,0.006,0.014
21,49,105,0.005,0.005,0.002,0.005
21,49,112,0.004,0.006,0.007,0.009
21,49,119,0.003,0.001,0.004,0.001
21,49,126,0.005,0.005,0.005,0.001
21,49,133,0.004,0.003,0.003,0.001
21,49,140,0.004,0.007,0.002,0.001
21,49,147,0.006,0.002,0.001,0.002
21,49,154,0.004,0.004,0.004,0.001
21,49,161,0.002,0.002,0.001,0.002
21,49,168,0.006,0.002,0.007,0.002
21,49,175,0.003,0.003,0.004,0.002
21,56,0,0.002,0.002,0.001,0.006
21,56,7,0.003,0.005,0.001,0.016
21,56,14,0.002,0.003,0.003,0.013
21,56,21,0.003,0.005,0.004,0.008
21,56,28,0.004,0.005,0.005,0.007
21,56,35,0.004,0.003,0.004,0.005
21,56,42,0.004,0.007,0.005,0.017
21,56,49,0.003,0.003,0.004,0.01
21,56,56,0.006,0.002,0.001,0.01
21,56,63,0.003,0.005,0.005,0.007
21,56,70,0.002,0.005,0.001,0.008
21,56,77,0.004,0.006,0.004,0.011
21,56,84,0.002,0.004,0.003,0.008
21,56,91,0.003,0.004,0.005,0.008
21,56,98,0.005,0.004,0.005,0.012
21,56,105,0.003,0.003,0.003,0.011
21,56,112,0.004,0.003,0.005,0.007
21,56,119,0.005,0.005,0.005,0.007
21,56,126,0.004,0.002,0.002,0.003
21,56,133,0.001,0.003,0.007,0.001
21,56,140,0.003,0.003,0.002,0.002
21,56,147,0.003,0.004,0.004,0.001
21,56,154,0.003,0.005,0.005,0.002
21,56,161,0.004,0.002,0.003,0.001
21,56,168,0.005,0.004,0.004,0.001
21,56,175,0.003,0.002,0.003,0.006
21,63,0,0.001,0.003,0.002,0.004
21,63,7,0.002,0.005,0.005,0.015
21,63,14,0.003,0.003,0.003,0.015
21,63,21,0.004,0.004,0.003,0.012
21,63,28,0.004,0.003,0.004,0.005
21,63,35,0.005,0.003,0.004,0.004
21,63,42,0.004,0.006,0.002,0.007
21,63,49,0.003,0.003,0.003,0.008
21,63,56,0.003,0.005,0.003,0.009
21,63,63,0.004,0.002,0.003,0.009
21,63,70,0.002,0.007,0.004,0.008
21,63,77,0.004,0.002,0.002,0.01
21,63,84,0.005,0.003,0.003,0.007
