Euler1,Euler2,Euler3,6samples,10samples,12samples,14samples,18samples
7,49,91,0.014,0.006,0.013,0.01,0.008
7,49,98,0.004,0.005,0.004,0.006,0.006
7,49,105,0.002,0.006,0.002,0.004,0.017
7,49,112,0.006,0.009,0.009,0.001,0.011
7,49,119,0.015,0.008,0.014,0.003,0.013
7,49,126,0.034,0.003,0.014,0.018,0.014
7,49,133,0.022,0.008,0.006,0.003,0.009
7,49,140,0.005,0.006,0.01,0.007,0.006
7,49,147,0.025,0.001,0.013,0.0,0.012
7,49,154,0.016,0.011,0.009,0.013,0.006
7,49,161,0.009,0.004,0.011,0.016,0.015
7,49,168,0.012,0.002,0.001,0.019,0.009
7,49,175,0.005,0.003,0.009,0.007,0.001
7,56,0,0.004,0.012,0.001,0.004,0.006
7,56,7,0.012,0.006,0.002,0.0,0.005
7,56,14,0.028,0.003,0.011,0.003,0.004
7,56,21,0.013,0.003,0.002,0.005,0.002
7,56,28,0.005,0.002,0.009,0.011,0.009
7,56,35,0.008,0.008,0.01,0.01,0.002
7,56,42,0.005,0.01,0.003,0.003,0.012
7,56,49,0.007,0.002,0.007,0.006,0.009
7,56,56,0.005,0.003,0.005,0.003,0.005
7,56,63,0.005,0.003,0.007,0.002,0.006
7,56,70,0.005,0.009,0.001,0.004,0.001
7,56,77,0.009,0.003,0.006,0.01,0.008
7,56,84,0.012,0.003,0.001,0.001,0.004
7,56,91,0.004,0.008,0.002,0.001,0.002
7,56,98,0.004,0.002,0.009,0.002,0.006
7,56,105,0.003,0.008,0.001,0.012,0.006
7,56,112,0.006,0.016,0.007,0.013,0.002
7,56,119,0.007,0.012,0.003,0.005,0.008
7,56,126,0.031,0.003,0.014,0.006,0.008
7,56,133,0.01,0.005,0.006,0.003,0.007
7,56,140,0.008,0.006,0.003,0.003,0.006
7,56,147,0.008,0.002,0.006,0.002,0.006
7,56,154,0.007,0.002,0.016,0.008,0.009
7,56,161,0.016,0.002,0.009,0.011,0.001
7,56,168,0.004,0.007,0.003,0.005,0.009
7,56,175,0.006,0.004,0.003,0.004,0.003
7,63,0,0.012,0.006,0.001,0.002,0.006
7,63,7,0.037,0.007,0.004,0.002,0.003
7,63,14,0.006,0.007,0.003,0.002,0.003
7,63,21,0.019,0.003,0.002,0.004,0.004
7,63,28,0.005,0.001,0.004,0.005,0.001
7,63,35,0.029,0.009,0.005,0.003,0.004
7,63,42,0.005,0.002,0.003,0.003,0.003
7,63,49,0.014,0.005,0.003,0.004,0.004
7,63,56,0.003,0.007,0.005,0.005,0.004
7,63,63,0.008,0.002,0.006,0.002,0.005
7,63,70,0.007,0.007,0.002,0.002,0.002
7,63,77,0.003,0.007,0.001,0.003,0.005
7,63,84,0.005,0.003,0.001,0.003,0.002
7,63,91,0.003,0.001,0.012,0.002,0.004
7,63,98,0.005,0.003,0.007,0.006,0.005
7,63,105,0.003,0.003,0.005,0.005,0.005
7,63,112,0.006,0.01,0.001,0.005,0.002
7,63,119,0.01,0.01,0.006,0.002,0.002
7,63,126,0.006,0.01,0.002,0.003,0.001
7,63,133,0.018,0.004,0.002,0.007,0.002
7,63,140,0.008,0.005,0.001,0.003,0.006
7,63,147,0.008,0.005,0.009,0.002,0.006
7,63,154,0.009,0.004,0.01,0.002,0.002
7,63,161,0.009,0.003,0.006,0.008,0.004
7,63,168,0.011,0.002,0.005,0.003,0.001
7,63,175,0.012,0.004,0.005,0.002,0.004
7,70,0,0.01,0.003,0.007,0.002,0.002
7,70,7,0.017,0.001,0.001,0.004,0.001
7,70,14,0.003,0.005,0.001,0.003,0.002
7,70,21,0.004,0.002,0.001,0.001,0.001
7,70,28,0.003,0.003,0.007,0.006,0.001
7,70,35,0.008,0.012,0.002,0.001,0.001
7,70,42,0.005,0.002,0.002,0.002,0.002
7,70,49,0.002,0.002,0.002,0.002,0.001
7,70,56,0.004,0.004,0.003,0.004,0.002
7,70,63,0.003,0.002,0.004,0.004,0.003
7,70,70,0.027,0.008,0.003,0.002,0.001
7,70,77,0.004,0.005,0.001,0.002,0.002
7,70,84,0.013,0.003,0.002,0.001,0.003
7,70,91,0.017,0.003,0.005,0.001,0.001
7,70,98,0.01,0.004,0.001,0.003,0.003
7,70,105,0.011,0.007,0.001,0.002,0.003
7,70,112,0.004,0.005,0.001,0.001,0.001
7,70,119,0.006,0.003,0.005,0.004,0.001
7,70,126,0.014,0.002,0.001,0.004,0.003
7,70,133,0.009,0.003,0.001,0.003,0.002
7,70,140,0.008,0.005,0.002,0.001,0.003
7,70,147,0.01,0.003,0.006,0.002,0.001
7,70,154,0.015,0.002,0.004,0.003,0.003
7,70,161,0.011,0.003,0.002,0.002,0.004
7,70,168,0.005,0.002,0.002,0.001,0.001
7,70,175,0.02,0.003,0.003,0.004,0.001
7,77,0,0.02,0.001,0.004,0.003,0.002
7,77,7,0.012,0.001,0.002,0.002,0.001
7,77,14,0.021,0.005,0.007,0.002,0.003
7,77,21,0.004,0.006,0.004,0.001,0.002
7,77,28,0.006,0.008,0.003,0.002,0.002
7,77,35,0.011,0.01,0.001,0.002,0.003
7,77,42,0.006,0.004,0.005,0.002,0.006
7,77,49,0.01,0.005,0.003,0.002,0.002
7,77,56,0.004,0.001,0.002,0.002,0.003
7,77,63,0.032,0.002,0.003,0.004,0.002
7,77,70,0.012,0.003,0.003,0.003,0.001
7,77,77,0.008,0.005,0.003,0.004,0.003
7,77,84,0.009,0.009,0.002,0.001,0.001
7,77,91,0.005,0.004,0.002,0.001,0.002
7,77,98,0.015,0.004,0.004,0.001,0.002
7,77,105,0.006,0.006,0.004,0.002,0.002
7,77,112,0.006,0.006,0.001,0.001,0.002
7,77,119,0.01,0.002,0.003,0.003,0.001
7,77,126,0.02,0.003,0.003,0.002,0.002
7,77,133,0.005,0.007,0.002,0.001,0.001
7,77,140,0.013,0.004,0.005,0.003,0.001
7,77,147,0.009,0.004,0.005,0.004,0.001
7,77,154,0.001,0.002,0.001,0.002,0.003
7,77,161,0.006,0.003,0.004,0.002,0.002
7,77,168,0.012,0.003,0.005,0.002,0.001
7,77,175,0.007,0.002,0.002,0.002,0.003
7,84,0,0.02,0.007,0.006,0.004,0.006
7,84,7,0.123,0.008,0.006,0.005,0.002
7,84,14,0.017,0.004,0.012,0.001,0.003
7,84,21,0.051,0.02,0.023,0.008,0.01
7,84,28,0.011,0.013,0.01,0.008,0.009
7,84,35,0.03,0.003,0.001,0.004,0.003
7,84,42,0.011,0.021,0.016,0.003,0.01
7,84,49,0.027,0.005,0.006,0.022,0.006
7,84,56,0.059,0.003,0.003,0.004,0.009
7,84,63,0.009,0.015,0.008,0.004,0.02
7,84,70,0.009,0.006,0.006,0.001,0.004
7,84,77,0.022,0.004,0.009,0.009,0.006
7,84,84,0.016,0.021,0.002,0.003,0.012
7,84,91,0.005,0.003,0.004,0.005,0.001
7,84,98,0.068,0.009,0.003,0.005,0.008
7,84,105,0.029,0.016,0.011,0.029,0.007
7,84,112,0.011,0.015,0.016,0.005,0.01
7,84,119,0.031,0.016,0.017,0.001,0.005
7,84,126,0.006,0.014,0.005,0.023,0.003
7,84,133,0.003,0.026,0.009,0.009,0.003
7,84,140,0.063,0.011,0.003,0.009,0.008
7,84,147,0.015,0.006,0.002,0.002,0.002
7,84,154,0.031,0.01,0.008,0.004,0.001
7,84,161,0.008,0.017,0.001,0.009,0.011
7,84,168,0.008,0.019,0.018,0.001,0.001
7,84,175,0.022,0.001,0.006,0.011,0.002
14,0,0,0.277,0.0,0.0,0.0,0.289
14,0,7,0.0,0.0,0.0,0.266,0.0
14,0,14,0.0,0.315,0.0,0.0,0.253
14,0,21,0.001,0.388,0.0,0.0,0.258
14,0,28,0.0,0.0,0.0,0.321,0.0
14,0,35,0.0,0.174,0.0,0.0,0.0
14,0,42,0.426,0.0,0.235,0.0,0.0
14,0,49,0.0,0.0,0.0,0.0,0.0
14,0,56,0.0,0.0,0.0,0.0,0.239
14,0,63,0.354,0.0,0.0,0.0,0.275
14,0,70,0.0,0.0,0.0,0.0,0.214
14,0,77,0.0,0.0,0.0,0.0,0.253
14,0,84,0.0,0.0,0.0,0.334,0.0
14,0,91,0.0,0.0,0.242,0.0,0.279
14,0,98,0.0,0.265,0.0,0.0,0.287
14,0,105,0.0,0.391,0.355,0.0,0.218
14,0,112,0.0,0.0,0.298,0.329,0.243
14,0,119,0.0,0.0,0.0,0.0,0.258
14,0,126,0.0,0.392,0.0,0.31,0.0
14,0,133,0.001,0.0,0.193,0.0,0.0
14,0,140,0.0,0.273,0.227,0.0,0.295
14,0,147,0.0,0.0,0.0,0.153,0.291
14,0,154,0.0,0.0,0.238,0.0,0.0
14,0,161,0.0,0.0,0.0,0.0,0.272
14,0,168,0.0,0.0,0.0,0.0,0.277
14,0,175,0.0,0.237,0.0,0.0,0.175
14,7,0,0.008,0.006,0.008,0.016,0.001
14,7,7,0.442,0.112,0.07,0.025,0.099
14,7,14,0.056,0.525,0.018,1.357,0.199
14,7,21,0.077,0.041,0.002,0.02,0.004
14,7,28,0.099,0.115,0.165,0.01,0.006
14,7,35,0.414,0.348,0.007,0.436,0.042
14,7,42,0.11,0.04,0.005,0.016,0.003
14,7,49,0.108,0.116,0.037,0.013,0.048
14,7,56,0.056,0.049,0.433,0.667,0.334
14,7,63,0.314,0.027,0.008,0.002,0.012
14,7,70,0.164,1.021,0.02,0.813,0.001
14,7,77,0.452,0.16,0.123,0.001,0.453
14,7,84,0.666,0.672,0.033,0.002,0.388
14,7,91,0.024,0.534,0.003,0.034,0.003
14,7,98,0.011,0.043,0.06,0.072,0.003
14,7,105,0.351,0.335,0.021,0.024,0.003
14,7,112,1.686,0.345,0.018,0.033,0.009
14,7,119,0.23,0.06,0.518,0.101,0.021
14,7,126,0.114,0.003,0.031,0.02,0.008
14,7,133,1.412,0.169,0.016,0.028,0.002
14,7,140,0.271,0.45,0.035,0.006,0.004
14,7,147,0.151,0.033,0.007,0.012,0.086
14,7,154,0.372,0.343,0.042,0.004,0.005
14,7,161,0.962,0.106,0.195,0.012,0.219
14,7,168,0.352,0.229,0.052,0.016,0.003
14,7,175,0.178,0.732,0.02,0.045,0.281
14,14,0,0.01,0.006,0.003,0.0,0.001
14,14,7,0.03,0.504,0.002,0.001,0.008
14,14,14,0.355,0.035,0.027,0.003,0.044
14,14,21,0.057,0.009,0.019,0.001,0.004
14,14,28,0.389,0.011,0.017,0.002,0.133
14,14,35,0.039,0.021,0.046,0.012,0.036
14,14,42,0.205,0.002,0.002,0.002,0.001
14,14,49,0.054,0.003,0.003,0.003,0.001
14,14,56,0.015,0.002,0.002,0.004,0.01
14,14,63,0.156,0.011,0.014,0.001,0.001
14,14,70,0.247,0.001,0.014,0.001,0.001
14,14,77,0.193,0.004,0.004,0.042,0.001
14,14,84,0.057,0.003,0.028,0.002,0.001
14,14,91,0.028,0.007,1.013,0.002,0.016
14,14,98,0.048,0.016,0.021,0.004,0.007
14,14,105,0.023,0.004,0.001,0.002,0.017
14,14,112,0.748,0.004,0.024,0.009,0.003
14,14,119,0.011,0.025,0.004,0.002,0.0
14,14,126,1.62,0.003,0.034,0.001,0.001
14,14,133,0.032,0.075,0.001,0.005,0.001
14,14,140,0.035,0.021,0.009,0.001,0.001
14,14,147,0.046,0.024,0.009,0.003,0.001
14,14,154,0.045,0.095,0.023,0.035,0.044
14,14,161,0.207,0.011,0.066,0.003,0.001
14,14,168,0.012,0.008,0.004,0.001,0.001
14,14,175,0.728,0.02,0.048,0.003,0.041
14,21,0,0.012,0.002,0.007,0.001,0.02
14,21,7,0.033,0.025,0.026,0.001,0.017
14,21,14,0.027,0.016,0.003,0.004,0.002
14,21,21,0.022,0.013,0.004,0.028,0.023
14,21,28,0.065,0.011,0.004,0.007,0.027
14,21,35,0.006,0.014,0.006,0.001,0.001
14,21,42,0.017,0.031,0.004,0.011,0.002
14,21,49,0.005,0.001,0.006,0.001,0.009
14,21,56,0.035,0.006,0.003,0.003,0.008
14,21,63,0.028,0.008,0.025,0.011,0.001
14,21,70,0.019,0.011,0.037,0.025,0.02
14,21,77,0.022,0.005,0.003,0.003,0.001
14,21,84,0.043,0.026,0.029,0.001,0.001
14,21,91,0.021,0.004,0.027,0.001,0.006
14,21,98,0.017,0.006,0.009,0.036,0.006
14,21,105,0.004,0.032,0.002,0.004,0.003
14,21,112,0.018,0.023,0.012,0.007,0.009
14,21,119,0.022,0.002,0.019,0.005,0.011
14,21,126,0.049,0.012,0.03,0.024,0.001
14,21,133,0.062,0.001,0.002,0.01,0.016
14,21,140,0.026,0.023,0.023,0.01,0.013
14,21,147,0.034,0.032,0.005,0.001,0.002
14,21,154,0.023,0.024,0.004,0.02,0.017
14,21,161,0.051,0.002,0.002,0.001,0.001
14,21,168,0.016,0.017,0.014,0.006,0.004
14,21,175,0.005,0.007,0.002,0.017,0.001
14,28,0,0.001,0.002,0.016,0.004,0.007
14,28,7,0.072,0.024,0.018,0.006,0.019
14,28,14,0.257,0.009,0.005,0.002,0.014
14,28,21,0.009,0.003,0.008,0.014,0.002
14,28,28,0.003,0.012,0.001,0.008,0.001
14,28,35,0.019,0.014,0.003,0.002,0.008
14,28,42,0.021,0.017,0.011,0.013,0.001
14,28,49,0.036,0.003,0.001,0.016,0.001
14,28,56,0.011,0.001,0.023,0.003,0.005
14,28,63,0.007,0.008,0.005,0.001,0.002
14,28,70,0.006,0.015,0.016,0.015,0.017
14,28,77,0.016,0.004,0.001,0.013,0.002
14,28,84,0.02,0.005,0.012,0.003,0.003
14,28,91,0.026,0.003,0.014,0.008,0.01
14,28,98,0.007,0.013,0.013,0.011,0.003
14,28,105,0.002,0.023,0.003,0.001,0.002
14,28,112,0.016,0.001,0.011,0.001,0.009
14,28,119,0.005,0.008,0.023,0.009,0.001
14,28,126,0.018,0.005,0.009,0.011,0.018
14,28,133,0.02,0.005,0.004,0.001,0.012
14,28,140,0.005,0.016,0.007,0.017,0.006
14,28,147,0.021,0.0,0.001,0.005,0.001
14,28,154,0.014,0.021,0.004,0.0,0.019
14,28,161,0.016,0.004,0.002,0.009,0.002
14,28,168,0.001,0.005,0.003,0.01,0.001
14,28,175,0.008,0.021,0.013,0.01,0.01
14,35,0,0.001,0.001,0.001,0.011,0.001
14,35,7,0.022,0.008,0.001,0.003,0.002
14,35,14,0.025,0.007,0.008,0.008,0.009
14,35,21,0.008,0.001,0.004,0.0,0.003
14,35,28,0.006,0.016,0.008,0.001,0.001
14,35,35,0.009,0.017,0.01,0.001,0.015
14,35,42,0.009,0.012,0.017,0.008,0.01
14,35,49,0.004,0.003,0.006,0.008,0.011
14,35,56,0.021,0.002,0.005,0.003,0.018
14,35,63,0.011,0.003,0.012,0.003,0.014
14,35,70,0.012,0.008,0.001,0.016,0.008
14,35,77,0.025,0.01,0.005,0.014,0.008
14,35,84,0.012,0.003,0.01,0.001,0.007
14,35,91,0.008,0.004,0.007,0.002,0.005
14,35,98,0.007,0.005,0.001,0.012,0.001
14,35,105,0.017,0.007,0.001,0.005,0.008
14,35,112,0.011,0.002,0.014,0.015,0.005
14,35,119,0.015,0.002,0.017,0.011,0.009
14,35,126,0.018,0.001,0.007,0.006,0.001
14,35,133,0.022,0.002,0.007,0.009,0.008
14,35,140,0.012,0.007,0.007,0.01,0.001
14,35,147,0.007,0.017,0.004,0.015,0.004
14,35,154,0.011,0.003,0.004,0.002,0.009
14,35,161,0.007,0.002,0.002,0.005,0.003
14,35,168,0.004,0.016,0.001,0.005,0.001
14,35,175,0.016,0.013,0.013,0.013,0.013
14,42,0,0.01,0.01,0.006,0.01,0.005
14,42,7,0.012,0.009,0.006,0.001,0.003
14,42,14,0.02,0.022,0.003,0.007,0.01
14,42,21,0.005,0.003,0.005,0.003,0.001
14,42,28,0.008,0.004,0.003,0.01,0.001
14,42,35,0.015,0.001,0.002,0.004,0.011
14,42,42,0.007,0.008,0.01,0.01,0.003
14,42,49,0.003,0.007,0.009,0.014,0.003
14,42,56,0.021,0.001,0.008,0.001,0.01
14,42,63,0.001,0.004,0.002,0.006,0.007
14,42,70,0.014,0.007,0.005,0.003,0.004
14,42,77,0.009,0.005,0.001,0.011,0.004
14,42,84,0.007,0.007,0.009,0.004,0.002
14,42,91,0.002,0.005,0.002,0.005,0.005
14,42,98,0.006,0.003,0.008,0.012,0.007
14,42,105,0.002,0.009,0.001,0.001,0.003
14,42,112,0.006,0.006,0.008,0.009,0.011
14,42,119,0.022,0.008,0.001,0.008,0.007
14,42,126,0.012,0.007,0.006,0.004,0.006
14,42,133,0.01,0.006,0.006,0.01,0.006
14,42,140,0.007,0.013,0.005,0.003,0.004
14,42,147,0.005,0.003,0.006,0.008,0.004
14,42,154,0.005,0.003,0.004,0.007,0.007
14,42,161,0.004,0.003,0.007,0.015,0.001
14,42,168,0.008,0.004,0.002,0.003,0.003
14,42,175,0.013,0.011,0.012,0.013,0.011
14,49,0,0.001,0.004,0.002,0.011,0.001
14,49,7,0.017,0.002,0.006,0.001,0.003
14,49,14,0.01,0.004,0.007,0.007,0.01
14,49,21,0.005,0.009,0.006,0.009,0.007
14,49,28,0.008,0.004,0.008,0.001,0.003
14,49,35,0.005,0.003,0.002,0.002,0.009
14,49,42,0.008,0.009,0.001,0.004,0.004
14,49,49,0.008,0.003,0.007,0.006,0.005
14,49,56,0.008,0.001,0.007,0.007,0.006
14,49,63,0.005,0.008,0.003,0.001,0.002
14,49,70,0.005,0.007,0.002,0.006,0.006
14,49,77,0.004,0.003,0.001,0.002,0.004
14,49,84,0.007,0.002,0.003,0.001,0.002
14,49,91,0.004,0.001,0.006,0.003,0.005
14,49,98,0.007,0.004,0.005,0.006,0.006
14,49,105,0.003,0.012,0.003,0.01,0.001
14,49,112,0.007,0.002,0.003,0.004,0.006
14,49,119,0.006,0.003,0.005,0.006,0.004
14,49,126,0.016,0.004,0.01,0.002,0.003
14,49,133,0.007,0.003,0.006,0.007,0.005
14,49,140,0.01,0.008,0.005,0.004,0.001
14,49,147,0.004,0.003,0.012,0.01,0.002
14,49,154,0.008,0.004,0.001,0.005,0.009
14,49,161,0.009,0.004,0.001,0.005,0.004
14,49,168,0.004,0.002,0.002,0.002,0.003
14,49,175,0.011,0.008,0.006,0.008,0.009
14,56,0,0.008,0.002,0.002,0.006,0.003
14,56,7,0.043,0.009,0.007,0.006,0.003
14,56,14,0.006,0.006,0.002,0.003,0.002
14,56,21,0.007,0.002,0.005,0.006,0.004
14,56,28,0.005,0.007,0.007,0.008,0.003
14,56,35,0.008,0.005,0.005,0.0,0.005
14,56,42,0.005,0.001,0.002,0.002,0.001
14,56,49,0.007,0.003,0.005,0.007,0.004
14,56,56,0.013,0.001,0.007,0.004,0.003
14,56,63,0.008,0.004,0.005,0.007,0.005
14,56,70,0.012,0.006,0.005,0.004,0.005
14,56,77,0.009,0.005,0.003,0.006,0.005
14,56,84,0.005,0.003,0.004,0.002,0.002
14,56,91,0.008,0.001,0.007,0.004,0.004
14,56,98,0.006,0.006,0.004,0.002,0.004
14,56,105,0.004,0.007,0.005,0.001,0.004
14,56,112,0.009,0.001,0.006,0.002,0.003
14,56,119,0.01,0.001,0.007,0.004,0.004
14,56,126,0.014,0.002,0.002,0.007,0.001
14,56,133,0.007,0.005,0.004,0.006,0.004
14,56,140,0.006,0.01,0.006,0.004,0.002
14,56,147,0.009,0.006,0.007,0.003,0.003
14,56,154,0.008,0.002,0.001,0.004,0.001
14,56,161,0.002,0.002,0.004,0.003,0.007
14,56,168,0.003,0.005,0.002,0.002,0.002
14,56,175,0.004,0.005,0.004,0.007,0.005
14,63,0,0.004,0.002,0.002,0.002,0.002
14,63,7,0.014,0.007,0.008,0.003,0.002
14,63,14,0.007,0.005,0.004,0.005,0.004
14,63,21,0.003,0.001,0.005,0.003,0.002
14,63,28,0.02,0.001,0.005,0.002,0.001
14,63,35,0.007,0.005,0.005,0.002,0.003
14,63,42,0.003,0.004,0.003,0.003,0.003
14,63,49,0.003,0.006,0.005,0.004,0.002
14,63,56,0.007,0.002,0.006,0.001,0.005
14,63,63,0.01,0.004,0.005,0.002,0.002
14,63,70,0.011,0.007,0.003,0.004,0.005
14,63,77,0.008,0.003,0.003,0.005,0.002
14,63,84,0.003,0.001,0.003,0.003,0.004
14,63,91,0.003,0.005,0.002,0.003,0.003
14,63,98,0.001,0.005,0.001,0.006,0.002
14,63,105,0.006,0.003,0.002,0.005,0.002
14,63,112,0.003,0.003,0.003,0.001,0.003
14,63,119,0.005,0.003,0.007,0.005,0.005
14,63,126,0.009,0.002,0.005,0.007,0.005
14,63,133,0.006,0.004,0.003,0.002,0.003
14,63,140,0.005,0.007,0.002,0.002,0.002
14,63,147,0.002,0.005,0.001,0.006,0.003
14,63,154,0.004,0.008,0.002,0.006,0.005
14,63,161,0.003,0.005,0.003,0.002,0.002
14,63,168,0.008,0.005,0.003,0.004,0.004
14,63,175,0.011,0.008,0.007,0.005,0.003
14,70,0,0.012,0.002,0.002,0.003,0.002
14,70,7,0.01,0.004,0.003,0.001,0.004
14,70,14,0.013,0.003,0.004,0.004,0.002
14,70,21,0.006,0.006,0.004,0.005,0.003
14,70,28,0.006,0.004,0.005,0.003,0.004
14,70,35,0.006,0.004,0.005,0.001,0.001
14,70,42,0.004,0.006,0.003,0.004,0.003
14,70,49,0.006,0.005,0.004,0.004,0.003
14,70,56,0.005,0.003,0.002,0.001,0.004
14,70,63,0.006,0.004,0.003,0.003,0.003
14,70,70,0.008,0.003,0.002,0.001,0.004
14,70,77,0.006,0.003,0.003,0.006,0.002
14,70,84,0.002,0.002,0.003,0.002,0.002
14,70,91,0.001,0.002,0.003,0.003,0.004
14,70,98,0.007,0.004,0.003,0.002,0.003
14,70,105,0.003,0.001,0.002,0.002,0.002
14,70,112,0.01,0.006,0.003,0.002,0.004
14,70,119,0.013,0.004,0.005,0.004,0.004
14,70,126,0.02,0.001,0.003,0.004,0.003
14,70,133,0.009,0.002,0.002,0.001,0.003
14,70,140,0.006,0.002,0.004,0.003,0.002
14,70,147,0.004,0.008,0.001,0.005,0.003
14,70,154,0.004,0.003,0.003,0.005,0.002
14,70,161,0.007,0.003,0.002,0.002,0.003
14,70,168,0.009,0.002,0.004,0.003,0.003
14,70,175,0.006,0.003,0.001,0.002,0.001
14,77,0,0.007,0.003,0.002,0.003,0.001
14,77,7,0.003,0.002,0.003,0.002,0.003
14,77,14,0.006,0.005,0.003,0.005,0.001
14,77,21,0.001,0.003,0.003,0.014,0.002
14,77,28,0.001,0.006,0.003,0.003,0.003
14,77,35,0.006,0.002,0.003,0.003,0.002
14,77,42,0.007,0.002,0.002,0.002,0.002
14,77,49,0.009,0.002,0.005,0.003,0.002
14,77,56,0.012,0.003,0.002,0.002,0.002
14,77,63,0.026,0.007,0.004,0.003,0.002
14,77,70,0.014,0.004,0.003,0.004,0.003
14,77,77,0.004,0.002,0.002,0.003,0.002
14,77,84,0.006,0.002,0.004,0.002,0.003
14,77,91,0.005,0.003,0.002,0.002,0.001
14,77,98,0.007,0.005,0.003,0.003,0.002
14,77,105,0.009,0.006,0.003,0.002,0.002
14,77,112,0.013,0.002,0.005,0.002,0.003
14,77,119,0.008,0.002,0.002,0.005,0.002
14,77,126,0.012,0.002,0.002,0.003,0.002
14,77,133,0.005,0.005,0.003,0.003,0.002
14,77,140,0.007,0.007,0.004,0.003,0.002
14,77,147,0.007,0.005,0.001,0.004,0.003
14,77,154,0.007,0.003,0.003,0.003,0.001
14,77,161,0.006,0.003,0.003,0.002,0.002
14,77,168,0.009,0.003,0.003,0.002,0.001
14,77,175,0.01,0.007,0.002,0.003,0.002
14,84,0,0.008,0.019,0.007,0.004,0.001
14,84,7,0.024,0.011,0.004,0.005,0.005
14,84,14,0.015,0.002,0.007,0.011,0.001
14,84,21,0.014,0.015,0.003,0.002,0.001
14,84,28,0.004,0.009,0.014,0.011,0.008
14,84,35,0.06,0.024,0.009,0.004,0.002
14,84,42,0.007,0.01,0.01,0.011,0.005
14,84,49,0.014,0.011,0.006,0.009,0.014
14,84,56,0.045,0.002,0.002,0.002,0.004
14,84,63,0.016,0.028,0.003,0.014,0.005
14,84,70,0.02,0.003,0.007,0.003,0.005
14,84,77,0.01,0.006,0.002,0.01,0.01
14,84,84,0.019,0.012,0.001,0.007,0.004
14,84,91,0.019,0.008,0.002,0.006,0.001
14,84,98,0.044,0.009,0.004,0.004,0.011
14,84,105,0.019,0.003,0.005,0.014,0.01
14,84,112,0.017,0.004,0.003,0.002,0.003
14,84,119,0.01,0.01,0.005,0.009,0.002
14,84,126,0.021,0.003,0.003,0.018,0.004
14,84,133,0.009,0.018,0.005,0.003,0.004
14,84,140,0.033,0.021,0.004,0.012,0.002
14,84,147,0.004,0.008,0.002,0.004,0.004
14,84,154,0.011,0.003,0.003,0.003,0.001
14,84,161,0.001,0.015,0.001,0.008,0.005
14,84,168,0.017,0.005,0.018,0.003,0.01
14,84,175,0.025,0.007,0.006,0.011,0.003
21,0,0,0.697,0.395,0.0,0.0,0.0
21,0,7,0.454,0.219,0.0,0.0,0.269
21,0,14,0.0,0.0,0.0,0.295,0.222
21,0,21,0.0,0.0,0.0,0.0,0.0
21,0,28,0.0,0.0,0.0,0.0,0.0
21,0,35,0.0,0.276,0.0,0.0,0.0
21,0,42,0.0,0.0,0.0,0.0,0.0
21,0,49,0.0,0.0,0.0,0.0,0.0
21,0,56,0.0,0.0,0.0,0.0,0.0
21,0,63,0.0,0.0,0.334,0.0,0.265
21,0,70,0.321,0.33,0.0,0.0,0.0
21,0,77,0.0,0.0,0.351,0.269,0.0
21,0,84,0.0,0.0,0.0,0.0,0.266
21,0,91,0.0,0.183,0.0,0.138,0.0
21,0,98,1.424,0.0,0.241,0.202,0.0
21,0,105,0.0,0.0,0.0,0.0,0.0
21,0,112,0.0,0.0,0.0,0.0,0.0
21,0,119,0.0,0.0,0.0,0.0,0.0
21,0,126,0.993,0.33,0.0,0.0,0.0
21,0,133,0.0,0.398,0.0,0.0,0.0
21,0,140,0.0,0.0,0.36,0.401,0.0
21,0,147,0.0,0.172,0.0,0.0,0.263
21,0,154,0.0,0.274,0.0,0.074,0.252
21,0,161,0.0,0.067,0.0,0.25,0.0
21,0,168,0.0,0.473,0.24,0.0,0.0
21,0,175,0.0,0.0,0.052,0.0,0.218
21,7,0,0.003,0.002,0.01,0.001,0.004
21,7,7,0.537,0.617,0.475,0.269,0.161
21,7,14,0.092,0.105,0.051,0.051,0.003
21,7,21,0.007,0.449,0.249,0.04,0.001
21,7,28,0.637,0.064,0.269,0.003,0.027
21,7,35,0.126,0.217,0.003,0.015,0.021
21,7,42,0.406,0.05,0.016,0.029,0.015
21,7,49,0.409,0.074,0.055,0.013,0.004
21,7,56,0.023,1.366,0.191,0.006,0.008
21,7,63,0.112,1.931,0.383,0.022,0.002
21,7,70,0.217,0.005,0.049,0.002,0.003
21,7,77,0.387,0.298,0.002,0.004,0.001
21,7,84,0.017,0.019,0.04,0.007,0.011
21,7,91,0.163,0.034,1.674,0.026,0.006
21,7,98,0.494,0.203,0.001,0.065,0.002
21,7,105,0.38,0.045,0.007,0.019,0.019
21,7,112,0.015,0.041,0.013,0.011,0.005
21,7,119,0.205,0.032,0.125,1.771,0.002
21,7,126,0.085,0.019,0.189,0.548,0.003
21,7,133,0.241,0.036,0.023,0.437,0.002
21,7,140,0.32,0.222,0.023,0.01,0.155
21,7,147,0.448,0.302,0.032,0.01,0.01
21,7,154,0.033,0.014,0.012,0.026,0.013
21,7,161,0.307,0.295,0.333,0.006,0.005
21,7,168,0.646,0.018,0.695,0.011,0.002
21,7,175,0.268,0.101,0.113,0.037,0.027
21,14,0,0.009,0.0,0.006,0.002,0.0
21,14,7,0.066,0.011,0.006,0.008,0.001
21,14,14,0.043,0.016,0.016,0.018,0.025
21,14,21,0.057,0.006,0.002,0.003,0.01
