Euler1,Euler2,Euler3,default10,default15,default20,default25,default30
7,49,84,0.005,0.003,0.005,0.004,0.004
7,49,91,0.011,0.014,0.013,0.013,0.013
7,49,98,0.007,0.003,0.003,0.003,0.004
7,49,105,0.001,0.001,0.001,0.001,0.002
7,49,112,0.016,0.014,0.014,0.015,0.013
7,49,119,0.016,0.016,0.005,0.013,0.005
7,49,126,0.008,0.009,0.01,0.006,0.01
7,49,133,0.009,0.009,0.011,0.01,0.009
7,49,140,0.013,0.016,0.016,0.015,0.018
7,49,147,0.013,0.014,0.013,0.015,0.015
7,49,154,0.007,0.008,0.005,0.007,0.007
7,49,161,0.011,0.016,0.01,0.01,0.011
7,49,168,0.009,0.012,0.013,0.013,0.013
7,49,175,0.003,0.005,0.003,0.001,0.002
7,56,0,0.008,0.01,0.008,0.007,0.007
7,56,7,0.001,0.001,0.001,0.002,0.002
7,56,14,0.006,0.002,0.007,0.005,0.003
7,56,21,0.001,0.001,0.002,0.001,0.002
7,56,28,7.741,0.009,0.011,0.006,0.007
7,56,35,0.004,0.004,0.005,0.005,0.003
7,56,42,0.007,0.009,0.01,0.008,0.009
7,56,49,0.009,0.01,0.009,0.01,0.011
7,56,56,0.004,0.003,0.003,0.004,0.002
7,56,63,0.004,0.003,0.003,0.003,0.003
7,56,70,0.01,0.012,0.012,0.014,0.011
7,56,77,0.007,0.008,0.005,0.009,0.009
7,56,84,0.004,0.001,0.002,0.001,0.001
7,56,91,0.008,0.006,0.007,0.006,0.007
7,56,98,0.004,0.004,0.008,0.006,0.002
7,56,105,0.001,0.001,0.001,0.001,0.001
7,56,112,0.008,0.008,0.008,0.008,0.007
7,56,119,0.009,0.009,0.009,0.007,0.008
7,56,126,0.007,0.007,0.005,0.006,0.005
7,56,133,0.006,0.006,0.006,0.008,0.006
7,56,140,0.005,0.005,0.005,0.003,0.005
7,56,147,0.005,0.002,0.002,0.003,0.003
7,56,154,0.009,0.006,0.006,0.008,0.008
7,56,161,0.01,0.009,0.008,0.008,0.009
7,56,168,0.01,0.007,0.007,0.008,0.009
7,56,175,0.001,0.003,0.002,0.001,0.001
7,63,0,0.004,0.005,0.004,0.005,0.003
7,63,7,0.002,0.002,0.003,0.002,0.002
7,63,14,0.002,0.004,0.003,0.002,0.001
7,63,21,0.007,0.006,0.008,0.007,0.006
7,63,28,0.006,0.003,0.002,0.002,0.003
7,63,35,0.002,0.002,0.002,0.002,0.003
7,63,42,0.005,0.005,0.002,0.005,0.006
7,63,49,0.003,0.003,0.004,0.004,0.004
7,63,56,0.003,0.002,0.002,0.003,0.004
7,63,63,0.008,0.006,0.006,0.004,0.008
7,63,70,0.005,0.007,0.007,0.006,0.007
7,63,77,0.002,0.001,0.001,0.001,0.001
7,63,84,0.005,0.004,0.003,0.004,0.003
7,63,91,0.005,0.005,0.008,0.007,0.007
7,63,98,0.005,0.004,0.005,0.003,0.004
7,63,105,0.002,0.002,0.003,0.002,0.002
7,63,112,0.005,0.004,0.004,0.006,0.006
7,63,119,0.002,0.006,0.005,0.006,0.004
7,63,126,0.002,0.002,0.003,0.003,0.001
7,63,133,0.003,0.003,0.002,0.002,0.002
7,63,140,0.003,0.004,0.004,0.003,0.004
7,63,147,0.003,0.003,0.003,0.003,0.005
7,63,154,0.002,0.001,0.001,0.001,0.0
7,63,161,0.005,0.002,0.004,0.002,0.003
7,63,168,0.002,0.003,0.001,0.002,0.001
7,63,175,0.001,0.001,0.002,0.002,0.001
7,70,0,0.002,0.005,0.002,0.004,0.003
7,70,7,0.003,0.001,0.003,0.002,0.001
7,70,14,0.001,0.002,0.002,0.001,0.002
7,70,21,0.003,0.002,0.001,0.001,0.001
7,70,28,0.001,0.001,0.003,0.001,0.001
7,70,35,0.002,0.002,0.001,0.002,0.002
7,70,42,0.003,0.004,0.004,0.004,0.004
7,70,49,0.002,0.003,0.001,0.001,0.002
7,70,56,0.003,0.003,0.003,0.003,0.002
7,70,63,0.002,0.002,0.002,0.002,0.002
7,70,70,0.003,0.003,0.004,0.002,0.003
7,70,77,0.002,0.002,0.002,0.002,0.002
7,70,84,0.005,0.002,0.003,0.002,0.003
7,70,91,0.003,0.002,0.002,0.001,0.001
7,70,98,0.002,0.002,0.001,0.002,0.002
7,70,105,0.001,0.001,0.001,0.001,0.001
7,70,112,0.001,0.001,0.002,0.001,0.001
7,70,119,0.001,0.003,0.002,0.002,0.002
7,70,126,0.002,0.001,0.002,0.002,0.001
7,70,133,0.005,0.004,0.003,0.004,0.002
7,70,140,0.003,0.004,0.002,0.003,0.004
7,70,147,0.004,0.002,0.004,0.003,0.003
7,70,154,0.002,0.002,0.003,0.001,0.001
7,70,161,0.003,0.003,0.001,0.002,0.002
7,70,168,0.001,0.001,0.002,0.002,0.001
7,70,175,0.003,0.005,0.004,0.003,0.004
7,77,0,0.001,0.001,0.001,0.001,0.001
7,77,7,0.003,0.003,0.004,0.003,0.003
7,77,14,0.004,0.001,0.002,0.001,0.001
7,77,21,0.001,0.001,0.003,0.001,0.001
7,77,28,0.003,0.003,0.004,0.002,0.002
7,77,35,0.002,0.002,0.001,0.001,0.001
7,77,42,0.001,0.004,0.001,0.002,0.001
7,77,49,0.001,0.001,0.002,0.001,0.002
7,77,56,0.002,0.002,0.003,0.002,0.001
7,77,63,0.002,0.001,0.001,0.001,0.001
7,77,70,0.002,0.002,0.002,0.002,0.002
7,77,77,0.004,0.003,0.002,0.003,0.003
7,77,84,0.003,0.002,0.001,0.001,0.002
7,77,91,0.002,0.001,0.002,0.001,0.002
7,77,98,0.003,0.003,0.002,0.002,0.003
7,77,105,0.003,0.002,0.002,0.002,0.002
7,77,112,0.001,0.002,0.001,0.001,0.001
7,77,119,0.001,0.002,0.001,0.001,0.001
7,77,126,0.003,0.002,0.002,0.001,0.002
7,77,133,0.002,0.002,0.001,0.001,0.0
7,77,140,0.004,0.004,0.004,0.002,0.003
7,77,147,0.004,0.003,0.005,0.004,0.003
7,77,154,0.003,0.001,0.003,0.003,0.003
7,77,161,0.005,0.003,0.001,0.002,0.002
7,77,168,0.003,0.004,0.003,0.002,0.002
7,77,175,0.002,0.002,0.001,0.003,0.001
7,84,0,0.006,0.012,0.001,0.003,0.007
7,84,7,6.14,0.015,0.018,0.011,0.019
7,84,14,0.003,0.006,0.005,0.01,0.001
7,84,21,0.001,0.008,0.001,0.007,0.004
7,84,28,0.003,0.003,0.004,0.003,0.003
7,84,35,0.009,0.0,0.004,0.007,0.01
7,84,42,0.003,0.004,0.003,0.004,0.001
7,84,49,0.003,0.005,0.002,0.002,0.002
7,84,56,0.006,0.003,0.003,0.003,0.004
7,84,63,0.001,0.004,0.004,0.003,0.006
7,84,70,0.002,0.001,0.002,0.003,0.003
7,84,77,0.017,0.008,0.014,0.012,0.011
7,84,84,0.018,0.02,0.012,0.018,0.013
7,84,91,0.002,0.002,0.001,0.001,0.001
7,84,98,0.012,0.012,0.01,0.012,0.009
7,84,105,0.01,0.023,0.015,0.023,0.026
7,84,112,0.008,0.01,0.007,0.005,0.004
7,84,119,0.005,0.002,0.003,0.002,0.004
7,84,126,0.029,0.025,0.003,0.004,0.018
7,84,133,0.001,0.003,0.008,0.004,0.001
7,84,140,0.005,0.004,0.005,0.003,0.004
7,84,147,0.028,0.013,0.007,0.002,0.018
7,84,154,0.003,0.007,0.005,0.003,0.001
7,84,161,0.001,0.003,0.001,0.004,0.004
7,84,168,0.014,0.027,0.015,0.019,0.016
7,84,175,0.003,0.003,0.004,0.003,0.003
14,0,0,0.0,0.0,0.0,0.0,0.285
14,0,7,0.0,0.301,0.0,0.0,0.0
14,0,14,0.0,0.257,0.278,0.0,0.214
14,0,21,0.0,0.0,0.0,0.0,0.0
14,0,28,0.0,0.0,0.217,0.261,0.266
14,0,35,0.0,0.298,0.246,0.0,0.0
14,0,42,0.361,0.0,0.0,0.0,0.0
14,0,49,0.264,0.0,0.219,0.265,0.245
14,0,56,0.506,0.0,0.0,0.28,0.179
14,0,63,0.0,0.0,0.228,0.18,0.0
14,0,70,0.0,0.288,0.0,0.0,0.0
14,0,77,0.281,0.0,0.0,0.0,0.0
14,0,84,0.297,0.328,0.354,0.0,0.0
14,0,91,0.243,0.26,0.263,0.105,0.258
14,0,98,0.0,0.139,0.03,0.0,0.274
14,0,105,0.366,0.0,0.0,0.0,0.294
14,0,112,0.26,0.0,0.0,0.221,0.307
14,0,119,0.0,0.108,0.0,0.0,0.247
14,0,126,0.0,0.328,0.301,0.274,0.0
14,0,133,0.0,0.0,0.244,0.0,0.287
14,0,140,0.23,0.325,0.0,0.294,0.0
14,0,147,0.0,0.0,0.0,0.0,0.0
14,0,154,0.0,0.0,0.0,0.0,0.242
14,0,161,0.0,0.225,0.259,0.0,0.263
14,0,168,0.0,0.0,0.0,0.0,0.169
14,0,175,0.0,0.308,0.0,0.0,0.236
14,7,0,1.692,0.001,0.002,0.002,0.033
14,7,7,1.458,0.946,0.048,0.02,0.133
14,7,14,0.328,0.007,0.506,0.252,0.151
14,7,21,0.006,0.004,0.003,0.014,0.084
14,7,28,0.926,1.677,0.457,0.431,0.004
14,7,35,0.157,0.002,1.189,0.272,0.002
14,7,42,0.608,0.022,0.009,0.001,0.011
14,7,49,0.029,0.004,0.392,0.003,0.012
14,7,56,1.418,0.027,0.294,0.011,0.003
14,7,63,0.079,1.473,0.376,0.005,0.003
14,7,70,0.014,0.113,0.471,0.007,0.024
14,7,77,0.005,0.003,0.115,0.004,0.005
14,7,84,0.001,0.01,0.058,0.008,0.015
14,7,91,0.003,0.016,0.263,0.002,0.01
14,7,98,0.336,1.568,0.007,0.003,0.004
14,7,105,0.003,0.016,0.01,0.003,0.028
14,7,112,0.006,0.207,0.053,0.005,0.021
14,7,119,1.887,0.012,0.005,0.014,0.014
14,7,126,0.005,0.342,0.011,0.016,0.01
14,7,133,0.009,0.171,1.727,0.004,0.0
14,7,140,0.511,0.007,0.025,0.003,0.007
14,7,147,0.003,1.046,0.176,0.003,0.007
14,7,154,1.999,0.002,0.009,0.006,0.008
14,7,161,0.01,0.584,0.011,0.003,0.003
14,7,168,0.731,0.003,0.044,0.091,0.025
14,7,175,0.246,0.007,0.004,0.003,0.01
14,14,0,0.001,0.001,0.001,0.001,0.0
14,14,7,0.005,0.002,0.001,0.001,0.002
14,14,14,0.831,0.017,0.001,0.006,0.001
14,14,21,0.009,0.017,0.008,0.009,0.021
14,14,28,0.002,0.003,0.001,0.002,0.002
14,14,35,0.013,0.01,0.005,0.011,0.011
14,14,42,0.014,0.004,0.002,0.003,0.001
14,14,49,0.399,0.003,0.001,0.001,0.002
14,14,56,0.001,0.001,0.001,0.003,0.001
14,14,63,0.001,0.003,0.001,0.001,0.001
14,14,70,0.022,0.02,0.021,0.02,0.019
14,14,77,0.007,0.004,0.004,0.001,0.005
14,14,84,0.006,0.001,0.013,0.0,0.002
14,14,91,0.002,0.001,0.001,0.003,0.001
14,14,98,0.042,0.002,0.001,0.001,0.001
14,14,105,0.001,0.001,0.001,0.002,0.001
14,14,112,0.043,0.034,0.036,0.043,0.048
14,14,119,0.001,0.001,0.001,0.001,0.008
14,14,126,0.016,0.014,0.017,0.017,0.018
14,14,133,0.001,0.001,0.001,0.001,0.001
14,14,140,0.002,0.001,0.002,0.003,0.001
14,14,147,0.002,0.001,0.002,0.001,0.001
14,14,154,0.008,4.891,0.001,0.011,0.001
14,14,161,0.012,0.001,0.001,0.001,0.001
14,14,168,0.002,0.003,0.002,0.001,0.004
14,14,175,0.013,0.001,0.002,0.001,0.001
14,21,0,0.0,0.001,0.0,0.001,0.001
14,21,7,0.182,0.002,0.427,0.002,0.002
14,21,14,0.001,5.772,0.005,0.004,0.002
14,21,21,0.003,0.015,0.002,0.003,0.005
14,21,28,0.002,0.001,0.002,0.002,0.001
14,21,35,0.002,0.001,0.001,0.0,0.001
14,21,42,0.013,0.009,0.009,0.01,0.011
14,21,49,0.003,0.002,0.001,0.001,0.001
14,21,56,0.001,0.001,0.001,0.001,0.0
14,21,63,0.021,0.019,0.022,0.021,0.022
14,21,70,0.001,0.001,0.002,0.001,0.001
14,21,77,0.002,0.001,0.001,0.001,0.001
14,21,84,0.028,0.028,0.028,0.028,0.03
14,21,91,0.018,0.011,0.01,0.011,0.01
14,21,98,0.016,0.016,0.013,0.012,0.012
14,21,105,0.021,0.015,0.018,0.018,0.02
14,21,112,0.009,0.009,0.01,0.01,0.01
14,21,119,0.001,0.001,0.001,0.001,0.001
14,21,126,0.002,0.003,0.002,0.001,0.002
14,21,133,0.004,0.004,0.001,0.001,0.001
14,21,140,0.001,0.008,0.006,0.006,0.003
14,21,147,0.002,0.002,0.002,0.003,0.002
14,21,154,0.02,0.02,0.021,0.019,0.02
14,21,161,0.004,0.001,0.002,0.002,0.003
14,21,168,0.001,0.001,0.0,0.0,0.001
14,21,175,0.005,0.006,0.002,0.004,0.006
14,28,0,0.001,0.001,0.001,0.001,0.003
14,28,7,0.02,0.017,0.008,0.01,0.013
14,28,14,0.011,0.011,0.01,0.013,0.012
14,28,21,0.005,0.005,0.004,0.005,0.003
14,28,28,0.004,0.004,0.001,0.003,0.004
14,28,35,0.003,0.002,0.002,0.001,0.003
14,28,42,0.009,0.007,0.005,0.007,0.005
14,28,49,0.001,0.001,0.001,0.001,0.001
14,28,56,0.008,0.003,0.004,0.003,0.002
14,28,63,0.001,0.001,0.001,0.001,0.001
14,28,70,0.005,0.005,0.004,0.005,0.007
14,28,77,0.003,0.004,0.003,0.002,0.003
14,28,84,0.015,0.014,0.012,0.012,0.013
14,28,91,0.001,0.002,0.001,0.005,0.002
14,28,98,0.018,0.018,0.016,0.016,0.016
14,28,105,0.02,0.014,0.017,0.016,0.016
14,28,112,0.002,0.002,0.002,0.002,0.003
14,28,119,0.003,0.004,0.001,0.002,0.001
14,28,126,0.009,0.009,0.009,0.01,0.009
14,28,133,0.001,0.002,0.001,0.002,0.002
14,28,140,0.002,0.002,0.002,0.001,0.001
14,28,147,0.012,0.01,0.015,0.01,0.012
14,28,154,0.005,0.012,0.002,0.003,0.005
14,28,161,0.013,0.013,0.012,0.011,0.011
14,28,168,0.01,0.011,0.011,0.009,0.01
14,28,175,0.014,0.011,0.01,0.011,0.011
14,35,0,0.001,0.001,0.001,0.001,0.001
14,35,7,0.005,0.008,0.008,0.005,0.006
14,35,14,0.007,0.009,0.01,0.01,0.009
14,35,21,0.014,0.015,0.011,0.013,0.012
14,35,28,0.002,0.004,0.003,0.001,0.001
14,35,35,0.009,0.006,0.008,0.007,0.007
14,35,42,0.015,0.015,0.015,0.015,0.014
14,35,49,0.001,0.001,0.001,0.0,0.001
14,35,56,0.001,0.001,0.002,0.002,0.001
14,35,63,0.006,0.006,0.007,0.008,0.007
14,35,70,0.012,0.012,0.012,0.012,0.012
14,35,77,0.011,0.012,0.011,0.01,0.008
14,35,84,0.012,0.01,0.012,0.011,0.009
14,35,91,0.005,0.005,0.005,0.005,0.005
14,35,98,0.004,0.003,0.004,0.004,0.004
14,35,105,0.004,0.003,0.005,0.007,0.004
14,35,112,0.015,0.011,0.011,0.013,0.012
14,35,119,0.006,0.005,0.006,0.005,0.005
14,35,126,0.01,0.01,0.01,0.01,0.01
14,35,133,0.002,0.001,0.001,0.003,0.003
14,35,140,0.007,0.007,0.006,0.007,0.007
14,35,147,0.003,0.001,0.002,0.001,0.001
14,35,154,0.009,0.01,0.01,0.01,0.011
14,35,161,0.01,0.005,0.003,0.001,0.003
14,35,168,0.0,0.0,0.0,0.001,0.0
14,35,175,0.01,0.012,0.01,0.013,0.009
14,42,0,0.001,0.001,0.001,0.001,0.001
14,42,7,0.009,0.006,0.01,0.009,0.01
14,42,14,0.009,0.01,0.008,0.008,0.006
14,42,21,0.011,0.008,0.002,0.011,0.012
14,42,28,0.001,0.002,0.002,0.001,0.001
14,42,35,0.003,0.002,0.002,0.002,0.002
14,42,42,0.008,0.008,0.008,0.008,0.011
14,42,49,0.006,0.004,0.005,0.005,0.005
14,42,56,0.008,0.006,0.006,0.007,0.007
14,42,63,0.01,0.008,0.009,0.009,0.009
14,42,70,0.005,0.005,0.005,0.005,0.005
14,42,77,0.004,0.003,0.003,0.003,0.003
14,42,84,0.009,0.01,0.01,0.009,0.01
14,42,91,0.005,0.006,0.008,0.006,0.006
14,42,98,0.01,0.009,0.011,0.01,0.011
14,42,105,0.008,0.01,0.009,0.009,0.01
14,42,112,0.009,0.007,0.009,0.007,0.009
14,42,119,0.001,0.001,0.001,0.001,0.001
14,42,126,0.004,0.003,0.004,0.003,0.004
14,42,133,0.003,0.003,0.003,0.003,0.003
14,42,140,0.004,0.004,0.004,0.005,0.004
14,42,147,0.005,0.005,0.005,0.005,0.005
14,42,154,0.009,0.01,0.011,0.01,0.01
14,42,161,0.001,0.001,0.001,0.001,0.001
14,42,168,0.009,0.007,0.007,0.006,0.009
14,42,175,0.013,0.014,0.013,0.013,0.013
14,49,0,0.0,0.0,0.001,0.001,0.001
14,49,7,5.715,0.007,0.006,0.006,0.005
14,49,14,0.008,0.006,0.008,0.007,0.007
14,49,21,15.897,0.006,0.01,0.008,0.008
14,49,28,0.003,0.001,0.002,0.002,0.003
14,49,35,0.005,0.005,0.005,0.005,0.006
14,49,42,0.006,0.007,0.008,0.008,0.008
14,49,49,0.005,0.006,0.007,0.003,0.003
14,49,56,0.003,0.002,0.002,0.002,0.002
14,49,63,0.006,0.006,0.006,0.006,0.006
14,49,70,0.007,0.006,0.008,0.007,0.006
14,49,77,0.001,0.003,0.004,0.003,0.004
14,49,84,0.008,0.009,0.008,0.008,0.007
14,49,91,0.006,0.006,0.007,0.006,0.007
14,49,98,0.006,0.005,0.005,0.005,0.004
14,49,105,0.006,0.009,0.008,0.008,0.007
14,49,112,0.002,0.001,0.001,0.001,0.001
14,49,119,0.005,0.006,0.005,0.006,0.005
14,49,126,0.006,0.006,0.007,0.007,0.007
14,49,133,0.006,0.005,0.005,0.006,0.006
14,49,140,0.002,0.001,0.001,0.001,0.002
14,49,147,0.003,0.004,0.004,0.002,0.004
14,49,154,0.007,0.008,0.008,0.007,0.007
14,49,161,0.004,0.004,0.003,0.003,0.003
14,49,168,0.003,0.003,0.003,0.002,0.002
14,49,175,0.007,0.008,0.009,0.006,0.007
14,56,0,0.001,0.001,0.001,0.001,0.001
14,56,7,0.0,0.003,0.004,0.005,0.004
14,56,14,0.005,0.006,0.005,0.005,0.006
14,56,21,0.006,0.005,0.004,0.004,0.004
14,56,28,0.002,0.002,0.003,0.002,0.002
14,56,35,0.005,0.006,0.006,0.006,0.006
14,56,42,0.003,0.002,0.003,0.002,0.002
14,56,49,0.002,0.003,0.002,0.002,0.002
14,56,56,0.002,0.002,0.002,0.002,0.002
14,56,63,0.006,0.004,0.005,0.005,0.005
14,56,70,0.004,0.003,0.004,0.004,0.003
14,56,77,0.002,0.003,0.003,0.002,0.003
14,56,84,0.007,0.006,0.005,0.006,0.005
14,56,91,0.006,0.005,0.006,0.006,0.006
14,56,98,0.002,0.001,0.001,0.002,0.001
14,56,105,0.006,0.005,0.006,0.006,0.007
14,56,112,0.001,0.002,0.002,0.002,0.002
14,56,119,0.003,0.003,0.003,0.003,0.003
14,56,126,0.006,0.004,0.004,0.004,0.005
14,56,133,0.006,0.005,0.006,0.006,0.007
14,56,140,0.003,0.004,0.003,0.004,0.004
14,56,147,0.004,0.004,0.005,0.004,0.004
14,56,154,0.001,0.003,0.002,0.003,0.002
14,56,161,0.004,0.004,0.004,0.003,0.005
14,56,168,0.003,0.002,0.003,0.003,0.003
14,56,175,0.006,0.006,0.006,0.005,0.006
14,63,0,0.004,0.002,0.003,0.003,0.002
14,63,7,0.002,0.002,0.003,0.003,0.003
14,63,14,0.005,0.002,0.005,0.003,0.005
14,63,21,0.002,0.002,0.002,0.002,0.001
14,63,28,0.002,0.003,0.002,0.002,0.002
14,63,35,0.003,0.003,0.003,0.002,0.003
14,63,42,0.002,0.002,0.003,0.002,0.003
14,63,49,0.003,0.004,0.004,0.003,0.004
14,63,56,0.003,0.001,0.003,0.003,0.003
14,63,63,0.003,0.002,0.002,0.003,0.003
14,63,70,0.001,0.002,0.001,0.001,0.001
14,63,77,0.004,0.004,0.004,0.004,0.003
14,63,84,0.003,0.003,0.003,0.003,0.003
14,63,91,0.002,0.001,0.002,0.002,0.002
14,63,98,0.002,0.002,0.001,0.002,0.001
14,63,105,0.003,0.003,0.003,0.003,0.003
14,63,112,0.003,0.003,0.004,0.003,0.003
14,63,119,0.002,0.001,0.001,0.001,0.001
14,63,126,0.005,0.006,0.006,0.006,0.005
14,63,133,0.005,0.004,0.005,0.004,0.005
14,63,140,0.002,0.003,0.002,0.002,0.003
14,63,147,0.005,0.004,0.003,0.004,0.004
14,63,154,0.006,0.007,0.007,0.006,0.006
14,63,161,0.003,0.004,0.004,0.004,0.003
14,63,168,0.003,0.004,0.004,0.003,0.003
14,63,175,0.006,0.004,0.006,0.004,0.005
14,70,0,0.001,0.002,0.002,0.001,0.001
14,70,7,0.004,0.002,0.003,0.002,0.003
14,70,14,0.004,0.003,0.004,0.004,0.004
14,70,21,0.005,0.006,0.005,0.006,0.006
14,70,28,0.003,0.002,0.002,0.002,0.002
14,70,35,0.004,0.004,0.004,0.004,0.004
14,70,42,0.002,0.001,0.001,0.001,0.002
14,70,49,0.003,0.003,0.003,0.003,0.003
14,70,56,0.004,0.004,0.004,0.003,0.004
14,70,63,0.005,0.004,0.004,0.004,0.005
14,70,70,0.002,0.001,0.002,0.001,0.002
14,70,77,0.003,0.003,0.003,0.003,0.003
14,70,84,0.003,0.002,0.002,0.002,0.002
14,70,91,0.003,0.003,0.003,0.003,0.003
14,70,98,0.003,0.002,0.003,0.003,0.003
14,70,105,0.005,0.004,0.004,0.005,0.004
14,70,112,0.004,0.004,0.004,0.004,0.005
14,70,119,0.002,0.002,0.002,0.002,0.002
14,70,126,0.003,0.003,0.003,0.004,0.003
14,70,133,0.001,0.002,0.002,0.002,0.001
14,70,140,0.001,0.001,0.002,0.001,0.001
14,70,147,0.003,0.003,0.003,0.003,0.003
14,70,154,0.003,0.004,0.002,0.004,0.003
14,70,161,0.002,0.002,0.002,0.002,0.002
14,70,168,0.004,0.003,0.003,0.003,0.003
14,70,175,0.004,0.001,0.001,0.001,0.001
14,77,0,0.002,0.002,0.002,0.002,0.002
14,77,7,0.002,0.002,0.002,0.003,0.003
14,77,14,0.004,0.004,0.004,0.005,0.005
14,77,21,0.002,0.003,0.002,0.002,0.002
14,77,28,0.002,0.003,0.003,0.003,0.002
14,77,35,0.005,0.004,0.004,0.004,0.004
14,77,42,0.002,0.001,0.001,0.002,0.002
14,77,49,0.002,0.003,0.002,0.003,0.002
14,77,56,0.003,0.003,0.003,0.004,0.003
14,77,63,0.001,0.002,0.002,0.002,0.001
14,77,70,14.174,0.003,0.002,0.002,0.002
14,77,77,0.004,0.004,0.003,0.003,0.003
14,77,84,0.001,0.001,0.002,0.002,0.003
14,77,91,0.001,0.002,0.002,0.001,0.002
14,77,98,0.003,0.003,0.003,0.003,0.003
14,77,105,0.004,0.002,0.003,0.003,0.003
14,77,112,0.002,0.002,0.002,0.002,0.003
14,77,119,0.002,0.002,0.002,0.003,0.002
14,77,126,0.002,0.002,0.002,0.002,0.002
14,77,133,0.002,0.002,0.003,0.002,0.003
14,77,140,0.003,0.003,0.003,0.002,0.002
14,77,147,0.003,0.003,0.003,0.003,0.003
14,77,154,0.003,0.002,0.001,0.002,0.002
14,77,161,0.002,0.002,0.001,0.002,0.002
14,77,168,0.003,0.002,0.003,0.002,0.002
14,77,175,0.003,0.002,0.001,0.001,0.001
14,84,0,0.003,0.004,0.005,0.007,0.004
14,84,7,0.012,0.002,0.007,0.005,0.004
14,84,14,0.006,0.01,0.003,0.003,0.001
14,84,21,0.017,0.014,0.013,0.005,0.017
14,84,28,0.005,0.006,0.005,0.011,0.011
14,84,35,0.008,0.007,0.01,0.007,0.009
14,84,42,0.003,0.004,0.006,0.007,0.004
14,84,49,0.003,0.002,0.002,0.007,0.007
14,84,56,0.009,0.007,0.011,0.007,0.004
14,84,63,0.006,0.006,0.005,0.006,0.003
14,84,70,0.007,0.009,0.009,0.008,0.007
14,84,77,0.012,0.012,0.012,0.013,0.014
14,84,84,0.017,0.008,0.004,0.014,0.006
14,84,91,0.002,0.004,0.004,0.001,0.004
14,84,98,0.011,0.005,0.01,0.011,0.012
14,84,105,0.014,0.009,0.011,0.008,0.014
14,84,112,0.006,0.006,0.009,0.01,0.006
14,84,119,0.002,0.003,0.003,0.002,0.004
14,84,126,0.014,0.008,0.009,0.006,0.007
14,84,133,0.014,0.008,0.003,0.004,0.005
14,84,140,0.003,0.003,0.003,0.003,0.003
14,84,147,0.004,0.009,0.004,0.006,0.009
14,84,154,0.005,0.004,0.004,0.004,0.003
14,84,161,0.002,0.002,0.003,0.003,0.003
14,84,168,0.01,0.005,0.012,0.009,0.009
14,84,175,0.002,0.004,0.002,0.004,0.003
21,0,0,0.42,0.0,0.0,0.0,0.0
21,0,7,0.001,0.0,0.0,0.274,0.0
21,0,14,0.0,0.0,0.0,0.133,0.0
21,0,21,0.19,0.0,0.019,0.26,0.0
21,0,28,0.282,0.271,0.333,0.233,0.0
21,0,35,0.288,0.303,0.0,0.0,0.0
21,0,42,0.0,0.0,0.0,0.276,0.0
21,0,49,0.333,0.31,0.199,0.0,0.0
21,0,56,0.0,0.0,0.0,0.0,0.0
21,0,63,0.252,0.0,0.264,0.0,0.0
21,0,70,0.264,0.0,0.0,0.0,0.0
21,0,77,0.302,0.0,0.0,0.0,0.0
21,0,84,0.161,0.0,0.293,0.0,0.267
21,0,91,0.337,0.76,0.0,0.0,0.0
21,0,98,0.0,0.0,0.256,0.266,0.182
21,0,105,0.299,0.0,0.22,0.218,0.0
21,0,112,0.206,0.0,0.283,0.0,0.0
21,0,119,0.0,0.0,0.25,0.0,0.269
21,0,126,0.0,0.0,0.0,0.0,0.0
21,0,133,0.27,0.206,0.0,0.273,0.0
21,0,140,0.0,0.314,0.0,0.277,0.0
21,0,147,0.216,0.0,0.0,0.235,0.0
21,0,154,0.292,0.361,0.0,0.0,0.0
21,0,161,0.0,0.363,0.0,0.285,0.0
21,0,168,0.0,0.0,0.0,0.0,0.0
21,0,175,0.0,0.279,0.0,0.0,0.219
21,7,0,0.106,0.001,0.002,0.003,0.002
21,7,7,0.153,0.002,0.029,0.008,0.011
21,7,14,0.292,0.003,0.255,0.006,0.031
21,7,21,0.001,0.037,0.033,0.031,0.013
21,7,28,0.005,0.083,0.222,0.01,0.002
21,7,35,0.006,0.004,0.019,0.002,0.002
21,7,42,1.317,0.158,0.004,0.005,0.024
21,7,49,0.021,0.002,0.106,0.008,0.002
21,7,56,0.006,0.187,0.024,0.009,0.002
21,7,63,0.037,0.017,0.003,0.002,0.012
21,7,70,0.003,0.002,0.001,0.006,0.002
21,7,77,0.182,0.602,0.001,0.153,0.145
21,7,84,0.497,0.019,0.001,0.002,0.012
21,7,91,0.02,0.003,0.005,0.003,0.002
21,7,98,0.012,0.006,0.008,0.304,0.003
21,7,105,0.021,1.234,0.235,0.046,0.002
21,7,112,0.002,0.005,0.164,0.002,0.002
21,7,119,1.648,0.564,0.007,0.003,0.002
21,7,126,0.033,0.004,0.003,0.005,0.005
21,7,133,0.055,0.015,0.397,0.037,0.002
21,7,140,0.007,0.018,0.001,0.006,0.005
21,7,147,0.068,0.026,0.003,0.154,0.03
21,7,154,0.435,0.025,0.006,0.009,0.203
21,7,161,0.022,0.003,0.005,0.007,0.074
21,7,168,0.022,0.161,0.029,0.043,0.01
21,7,175,0.013,0.645,0.006,0.249,0.003
21,14,0,0.0,0.0,0.001,0.001,0.0
21,14,7,1.749,0.001,0.002,0.002,0.001
21,14,14,0.001,0.01,0.001,0.001,0.002
